date,hr_beg,ACTUAL_SYSTEM_WIDE,STWPF_SYSTEM_WIDE
2016-09-23,17,8205.7,5969.119526627216
2016-09-23,18,8536.98,5992.71952662722
2016-09-23,19,8918.27,6078.824852071006
2016-09-23,20,9382.93,6236.964497041418
2016-09-23,21,9522.22,6443.490532544381
2016-09-23,22,9921.35,6697.797633136095
2016-09-23,23,9914.13,6974.6550295858015
2016-09-24,0,9198.2,7507.653846153845
2016-09-24,1,9767.69,8127.06094674556
2016-09-24,2,10488.26,8766.567455621298
2016-09-24,3,10902.15,8949.525443786979
2016-09-24,4,11409.78,9131.184615384613
2016-09-24,5,11656.17,9335.152662721895
2016-09-24,6,11172.78,8952.73076923077
2016-09-24,7,10529.26,8569.625443786981
2016-09-24,8,10141.85,8198.218343195264
2016-09-24,9,9685.34,7678.65088757396
2016-09-24,10,9404.56,7171.455621301772
2016-09-24,11,8848.7,6708.552662721896
2016-09-24,12,8468.96,6485.52899408284
2016-09-24,13,7618.3,6294.072781065089
2016-09-24,14,8679.12,6207.6414201183425
2016-09-24,15,9581.39,5953.8284023668675
2016-09-24,16,8876.51,5711.736094674557
2016-09-24,17,7668.82,5547.932544378697
2016-09-24,18,6892.27,5290.761538461539
2016-09-24,19,6788.61,5154.525443786982
2016-09-24,20,6688.67,5123.6100591716
2016-09-24,21,6757.26,5075.531360946746
2016-09-24,22,6308.47,5135.072189349109
2016-09-24,23,6037.87,5284.580473372779
2016-09-25,0,6667.36,5449.153846153845
2016-09-25,1,6333.88,5748.919526627217
2016-09-25,2,6328.46,6152.824852071011
2016-09-25,3,4796.31,6157.068047337276
2016-09-25,4,4345.5,6260.785798816567
2016-09-25,5,4046.17,6440.869822485207
2016-09-25,6,3082.66,5901.750887573966
2016-09-25,7,2626.68,5451.226035502962
2016-09-25,8,2777.94,5126.661538461538
2016-09-25,9,2870.14,4671.879289940826
2016-09-25,10,2936.15,4391.6869822485205
2016-09-25,11,2932.01,4266.250887573965
2016-09-25,12,2527.09,3967.2106508875745
2016-09-25,13,4112.75,3826.6875739644966
2016-09-25,14,4316.01,3894.789940828401
2016-09-25,15,4982.22,3822.6071005917142
2016-09-25,16,5413.29,3926.367455621301
2016-09-25,17,5615.78,4174.537278106507
2016-09-25,18,5937.68,4298.023668639053
2016-09-25,19,6498.24,4616.101775147928
2016-09-25,20,7296.8,5082.707692307693
2016-09-25,21,8639.67,5504.533727810651
2016-09-25,22,10549.48,6125.623076923074
2016-09-25,23,9992.48,6777.718343195263
2016-09-26,0,9094.76,6789.55976331361
2016-09-26,1,8084.48,6825.244378698227
2016-09-26,2,6943.43,6958.901775147927
2016-09-26,3,6248.95,6841.293491124264
2016-09-26,4,6462.42,6757.506508875742
2016-09-26,5,6140.11,6682.55798816568
2016-09-26,6,5601.99,6504.150295857989
2016-09-26,7,6044.56,6386.932544378698
2016-09-26,8,6489.88,6309.285207100592
2016-09-26,9,7371.98,6191.171597633138
2016-09-26,10,7769.74,6155.416568047334
2016-09-26,11,7412.12,6168.004142011832
2016-09-26,12,6915.48,5984.363905325443
2016-09-26,13,5868.51,5807.38224852071
2016-09-26,14,5130.84,5737.830177514789
2016-09-26,15,5847.04,5574.082840236685
2016-09-26,16,6334.66,5436.81124260355
2016-09-26,17,6865.7,5374.555621301777
2016-09-26,18,6965.19,5116.571597633135
2016-09-26,19,6626.04,4934.612426035504
2016-09-26,20,5815.8,4795.171597633137
2016-09-26,21,5021.83,4532.441420118343
2016-09-26,22,3864.99,4345.826627218935
2016-09-26,23,2865.71,4201.382248520713
2016-09-27,0,2357.63,3888.0082840236682
2016-09-27,1,2532.29,3740.8940828402388
2016-09-27,2,2479.78,3752.9100591716
2016-09-27,3,2053.15,3541.652662721893
2016-09-27,4,1985.01,3421.28698224852
2016-09-27,5,1940.31,3383.0449704142
2016-09-27,6,2157.6,3195.688165680473
2016-09-27,7,2400.55,3085.41301775148
2016-09-27,8,2636.18,3058.1337278106503
2016-09-27,9,2318.74,2977.7467455621318
2016-09-27,10,2170.01,2974.429585798816
2016-09-27,11,2185.95,3036.976923076923
2016-09-27,12,2182.41,2800.8869822485203
2016-09-27,13,2117.52,2576.3781065088765
2016-09-27,14,1481.74,2381.6650887573965
2016-09-27,15,1009.79,2127.9130177514794
2016-09-27,16,738.39,1951.787573964497
2016-09-27,17,627.52,1856.0313609467455
2016-09-27,18,604.81,1803.8538461538465
2016-09-27,19,605.84,1809.9171597633153
2016-09-27,20,570.96,1854.8088757396445
2016-09-27,21,663.83,1867.1573964497047
2016-09-27,22,660.46,1938.9804733727804
2016-09-27,23,646.88,2057.8011834319527
2016-09-28,0,889.6,2159.286982248521
2016-09-28,1,1461.56,2403.8852071005913
2016-09-28,2,2110.48,2773.78875739645
2016-09-28,3,2778.0,2860.2461538461525
2016-09-28,4,3126.13,3048.168047337278
2016-09-28,5,3531.01,3323.4047337278103
2016-09-28,6,3838.23,3215.6355029585807
2016-09-28,7,4132.52,3186.486390532547
2016-09-28,8,4092.38,3253.881656804733
2016-09-28,9,3469.58,3100.4769230769243
2016-09-28,10,3318.07,3011.818934911242
2016-09-28,11,3113.31,3005.7059171597634
2016-09-28,12,2608.04,2636.5408284023656
2016-09-28,13,2376.93,2256.937869822485
2016-09-28,14,1254.95,1910.1319526627233
2016-09-28,15,557.52,1622.8372781065086
2016-09-28,16,331.6,1475.9763313609474
2016-09-28,17,334.68,1431.1822485207097
2016-09-28,18,471.54,1458.0650887573966
2016-09-28,19,354.9,1540.6230769230763
2016-09-28,20,451.85,1666.7349112426025
2016-09-28,21,558.06,1815.6994082840224
2016-09-28,22,465.57,2057.660355029586
2016-09-28,23,546.13,2386.5544378698223
2016-09-29,0,771.47,2570.5366863905324
2016-09-29,1,1383.62,2860.6940828402385
2016-09-29,2,1867.8,3260.434319526628
2016-09-29,3,2262.14,3190.934319526629
2016-09-29,4,2739.36,3188.5621301775154
2016-09-29,5,2919.23,3241.371005917159
2016-09-29,6,2801.96,3015.974556213018
2016-09-29,7,3201.83,2962.273964497041
2016-09-29,8,3906.65,3084.427218934911
2016-09-29,9,4376.04,2942.9597633136077
2016-09-29,10,4507.91,2874.186390532542
2016-09-29,11,4249.02,2872.96153846154
2016-09-29,12,4354.27,2766.774556213017
2016-09-29,13,3564.31,2610.043195266273
2016-09-29,14,2426.48,2535.357396449704
2016-09-29,15,2555.18,2510.955621301775
2016-09-29,16,2412.38,2517.4426035502956
2016-09-29,17,2121.03,2569.26449704142
2016-09-29,18,1901.69,2617.8272189349127
2016-09-29,19,1871.16,2713.7349112426027
2016-09-29,20,1716.65,2838.4331360946735
2016-09-29,21,1494.13,2973.2082840236685
2016-09-29,22,1212.93,3151.1437869822494
2016-09-29,23,1111.28,3364.3863905325447
2016-09-30,0,1484.72,3533.5834319526607
2016-09-30,1,2359.18,3769.6437869822475
2016-09-30,2,2990.55,4079.4769230769266
2016-09-30,3,3095.81,3984.203550295859
2016-09-30,4,3379.84,3939.702958579882
2016-09-30,5,3530.31,3924.140828402365
2016-09-30,6,3674.65,3685.3982248520706
2016-09-30,7,3716.86,3464.6745562130186
2016-09-30,8,3539.3,3278.8544378698225
2016-09-30,9,3456.54,3058.1562130177513
2016-09-30,10,3419.5,2874.7633136094673
2016-09-30,11,3446.17,2722.996449704141
2016-09-30,12,3431.88,2557.939644970414
2016-09-30,13,2902.2,2387.0189349112425
2016-09-30,14,1897.58,2270.180473372781
2016-09-30,15,1912.94,2159.547928994082
2016-09-30,16,1585.55,2065.68047337278
2016-09-30,17,1502.97,2006.3869822485194
2016-09-30,18,1575.81,2053.9372781065085
2016-09-30,19,1636.53,2154.9810650887575
2016-09-30,20,1786.02,2297.7011834319533
2016-09-30,21,1903.29,2522.276923076924
2016-09-30,22,2026.32,2819.159171597632
2016-09-30,23,2244.09,3175.6372781065093
2016-10-01,0,2676.97,3440.9159763313614
2016-10-01,1,3286.71,3808.7781065088766
2016-10-01,2,4141.24,4241.775147928994
2016-10-01,3,4364.6,4264.947928994081
2016-10-01,4,4719.64,4327.426627218935
2016-10-01,5,5075.02,4423.440828402367
2016-10-01,6,5128.24,4213.672781065088
2016-10-01,7,5107.96,4004.3207100591694
2016-10-01,8,4699.4,3831.0171597633125
2016-10-01,9,4168.87,3647.2053254437874
2016-10-01,10,3995.54,3488.075147928993
2016-10-01,11,4060.38,3351.415384615386
2016-10-01,12,3820.08,3209.8153846153837
2016-10-01,13,3572.29,3031.962721893493
2016-10-01,14,2530.34,2862.469822485207
2016-10-01,15,2987.63,2808.6597633136103
2016-10-01,16,3278.16,2794.530769230769
2016-10-01,17,3080.75,2804.578698224853
2016-10-01,18,2843.59,2850.223076923077
2016-10-01,19,2715.94,2952.74201183432
2016-10-01,20,2726.15,3110.733136094674
2016-10-01,21,2827.81,3354.931952662722
2016-10-01,22,2906.84,3683.6118343195276
2016-10-01,23,3187.1,4089.6727810650864
2016-10-02,0,4286.42,4615.77869822485
2016-10-02,1,6202.05,5277.081065088759
2016-10-02,2,7625.84,6000.032544378697
2016-10-02,3,8265.7,6093.082840236689
2016-10-02,4,8758.52,6221.448520710061
2016-10-02,5,8506.59,6380.127810650885
2016-10-02,6,8135.33,5984.364497041421
2016-10-02,7,7465.27,5601.468047337277
2016-10-02,8,7279.23,5269.595266272188
2016-10-02,9,6833.85,4890.652662721894
2016-10-02,10,6070.25,4528.984615384616
2016-10-02,11,5628.28,4191.672189349112
2016-10-02,12,5233.66,3937.8881656804733
2016-10-02,13,4429.11,3665.9526627218947
2016-10-02,14,3131.19,3436.3804733727798
2016-10-02,15,2640.17,3350.095266272191
2016-10-02,16,2539.21,3311.142011834321
2016-10-02,17,3037.32,3344.172781065089
2016-10-02,18,3382.23,3482.7786982248517
2016-10-02,19,3710.57,3685.137869822486
2016-10-02,20,3983.56,3950.29171597633
2016-10-02,21,4255.11,4283.390532544378
2016-10-02,22,4635.02,4698.5905325443755
2016-10-02,23,5044.11,5173.152071005914
2016-10-03,0,5592.88,5764.649704142015
2016-10-03,1,7199.96,6493.73964497041
2016-10-03,2,8267.03,7240.053254437866
2016-10-03,3,9176.28,7362.649112426034
2016-10-03,4,9762.89,7518.462130177514
2016-10-03,5,9872.8,7689.353846153847
2016-10-03,6,9718.23,7302.799408284019
2016-10-03,7,9410.47,6926.7798816568065
2016-10-03,8,8932.91,6590.378698224857
2016-10-03,9,8715.84,6279.285207100595
2016-10-03,10,8700.13,5989.071005917156
2016-10-03,11,8778.78,5612.288165680474
2016-10-03,12,8861.75,5534.244970414204
2016-10-03,13,8167.73,5410.223668639053
2016-10-03,14,6807.87,5369.369822485207
2016-10-03,15,7346.05,5387.914792899407
2016-10-03,16,6844.81,5458.78402366864
2016-10-03,17,6780.34,5569.413017751482
2016-10-03,18,7483.49,5814.679289940825
2016-10-03,19,8253.53,6118.470414201185
2016-10-03,20,8950.55,6479.793491124259
2016-10-03,21,9651.12,6851.0786982248555
2016-10-03,22,10278.67,7257.9710059171575
2016-10-03,23,10497.01,7699.383431952669
2016-10-04,0,10881.13,8398.92721893491
2016-10-04,1,12246.18,9041.048520710061
2016-10-04,2,12704.75,9661.955621301777
2016-10-04,3,12578.95,9779.430769230767
2016-10-04,4,12348.05,9896.97278106509
2016-10-04,5,12250.81,10015.139644970408
2016-10-04,6,12048.96,9653.958579881659
2016-10-04,7,11966.26,9290.156804733731
2016-10-04,8,11773.18,8932.969230769224
2016-10-04,9,11280.45,8590.01715976331
2016-10-04,10,11099.22,8235.079881656804
2016-10-04,11,10674.5,7776.060355029588
2016-10-04,12,10255.82,7458.847928994087
2016-10-04,13,9309.09,7185.894674556209
2016-10-04,14,8287.35,6984.0124260355005
2016-10-04,15,7871.67,6645.027218934912
2016-10-04,16,7553.44,6371.837278106506
2016-10-04,17,7291.08,6220.370414201184
2016-10-04,18,6972.05,6160.2674556213005
2016-10-04,19,7155.11,6170.045562130175
2016-10-04,20,7114.54,6306.492307692306
2016-10-04,21,7090.23,6104.682840236686
2016-10-04,22,7121.24,5945.6899408284025
2016-10-04,23,6106.79,5837.875739644973
2016-10-05,0,5573.97,6111.705917159761
2016-10-05,1,6410.64,6482.757396449705
2016-10-05,2,7210.64,6962.144970414204
2016-10-05,3,8294.07,7078.921893491124
2016-10-05,4,8842.74,7262.1467455621305
2016-10-05,5,8355.42,7478.959763313611
2016-10-05,6,7538.94,7057.106508875741
2016-10-05,7,6842.69,6667.688165680476
2016-10-05,8,6658.22,6325.256213017752
2016-10-05,9,6383.93,5951.891124260354
2016-10-05,10,6017.6,5636.901775147931
2016-10-05,11,5469.08,5263.38520710059
2016-10-05,12,4909.45,4889.246153846153
2016-10-05,13,3825.65,4518.012426035502
2016-10-05,14,2628.16,4207.82899408284
2016-10-05,15,2450.96,3888.6284023668636
2016-10-05,16,2245.99,3679.304733727812
2016-10-05,17,1867.14,3590.255029585798
2016-10-05,18,1687.98,3657.3526627218926
2016-10-05,19,2205.69,3833.668639053255
2016-10-05,20,3059.47,4124.309467455622
2016-10-05,21,3930.3,4197.601775147929
2016-10-05,22,4705.91,4374.1337278106475
2016-10-05,23,5201.1,4633.408284023667
2016-10-06,0,6381.78,5198.650295857989
2016-10-06,1,7761.62,5812.260355029586
2016-10-06,2,8630.73,6499.163905325448
2016-10-06,3,9192.75,6778.434911242601
2016-10-06,4,9530.42,7098.51775147929
2016-10-06,5,10184.21,7403.89112426035
2016-10-06,6,10310.17,7261.623076923079
2016-10-06,7,10403.36,7116.747928994084
2016-10-06,8,10422.89,7006.899408284026
2016-10-06,9,10344.9,6798.363905325444
2016-10-06,10,10186.89,6620.288165680475
2016-10-06,11,10053.01,6451.8171597633145
2016-10-06,12,9693.82,6098.959171597637
2016-10-06,13,8691.84,5716.923668639055
2016-10-06,14,8196.38,5384.111834319525
2016-10-06,15,8938.08,5048.215384615386
2016-10-06,16,8031.76,4775.389940828404
2016-10-06,17,6628.52,4545.253254437869
2016-10-06,18,5553.98,4320.591124260356
2016-10-06,19,4648.65,4207.664497041423
2016-10-06,20,4082.86,4207.515384615385
2016-10-06,21,4058.04,4182.368639053253
2016-10-06,22,5016.79,4330.570414201182
2016-10-06,23,5418.95,4621.892899408282
2016-10-07,0,6315.18,4942.511242603549
2016-10-07,1,7544.35,5549.229585798819
2016-10-07,2,8540.53,6334.582840236688
2016-10-07,3,9691.03,6327.375147928993
2016-10-07,4,9038.73,6590.389940828404
2016-10-07,5,8813.24,6918.602958579884
2016-10-07,6,8429.76,6196.8402366863875
2016-10-07,7,8493.12,5947.77278106509
2016-10-07,8,9253.7,6036.760946745563
2016-10-07,9,10411.66,5538.6337278106475
2016-10-07,10,10456.55,5791.333136094675
2016-10-07,11,10348.86,6491.004733727812
2016-10-07,12,10366.18,6255.007100591717
2016-10-07,13,9979.24,6225.61656804734
2016-10-07,14,9127.94,6458.782248520711
2016-10-07,15,7672.04,6187.036686390534
2016-10-07,16,5360.6,5924.2479289940875
2016-10-07,17,4276.41,5719.171005917158
2016-10-07,18,3701.03,5451.5639053254445
2016-10-07,19,3631.6,5324.278698224853
2016-10-07,20,3596.65,5198.273964497037
2016-10-07,21,3966.86,5104.898816568045
2016-10-07,22,3997.79,5081.435502958582
2016-10-07,23,3522.86,5099.581065088756
2016-10-08,0,2851.95,5038.475739644968
2016-10-08,1,3203.92,5047.055621301776
2016-10-08,2,3569.51,5176.965088757397
2016-10-08,3,3591.11,4896.500000000002
2016-10-08,4,3548.6,4673.995857988168
2016-10-08,5,3195.47,4490.539053254437
2016-10-08,6,2464.72,4206.447928994083
2016-10-08,7,2379.59,4009.3147928994085
2016-10-08,8,2347.77,3875.0591715976298
2016-10-08,9,2503.91,3745.6769230769237
2016-10-08,10,2747.53,3667.850295857988
2016-10-08,11,2993.05,3625.5065088757415
2016-10-08,12,2998.32,3357.647928994082
2016-10-08,13,2647.34,3070.8822485207097
2016-10-08,14,2048.87,2830.790532544378
2016-10-08,15,1675.63,2579.1852071005915
2016-10-08,16,1504.69,2362.7739644970416
2016-10-08,17,1165.38,2218.792899408283
2016-10-08,18,1284.54,2180.6591715976338
2016-10-08,19,1333.8,2209.475147928995
2016-10-08,20,1386.69,2288.634319526629
2016-10-08,21,1427.29,2432.8349112426035
2016-10-08,22,1516.25,2651.5810650887556
2016-10-08,23,1696.3,2951.4775147928985
2016-10-09,0,1840.79,3218.979881656803
2016-10-09,1,1929.02,3543.7183431952635
2016-10-09,2,2165.32,3952.2550295858
2016-10-09,3,2412.52,3945.171005917159
2016-10-09,4,2433.68,3987.0017751479313
2016-10-09,5,2261.56,4055.3242603550284
2016-10-09,6,2373.68,3889.929585798815
2016-10-09,7,2167.31,3745.3242603550293
2016-10-09,8,2052.13,3649.182840236686
2016-10-09,9,2170.34,3491.026035502958
2016-10-09,10,2317.08,3357.682248520708
2016-10-09,11,2753.17,3263.2775147929
2016-10-09,12,3115.53,3136.962130177514
2016-10-09,13,2934.27,2987.715384615385
2016-10-09,14,2003.66,2888.5881656804736
2016-10-09,15,2039.16,2841.73372781065
2016-10-09,16,2430.32,2803.3147928994085
2016-10-09,17,2627.08,2805.4118343195255
2016-10-09,18,2590.21,2888.0857988165685
2016-10-09,19,2618.61,3019.0076923076917
2016-10-09,20,2855.43,3200.808284023668
2016-10-09,21,2924.5,3463.3230769230754
2016-10-09,22,3028.82,3790.191715976329
2016-10-09,23,3393.08,4185.84023668639
2016-10-10,0,4240.22,4606.2343195266285
2016-10-10,1,5754.62,5192.569822485208
2016-10-10,2,6802.97,5888.899408284023
2016-10-10,3,7413.84,5996.181656804732
2016-10-10,4,7922.26,6148.039644970415
2016-10-10,5,7853.76,6320.0781065088795
2016-10-10,6,7879.28,6020.257396449702
2016-10-10,7,8007.23,5760.3621301775165
2016-10-10,8,8228.52,5564.386982248524
2016-10-10,9,8103.22,5182.967455621301
2016-10-10,10,7842.03,4949.8562130177515
2016-10-10,11,7962.64,4731.427810650889
2016-10-10,12,8194.84,4371.396449704142
2016-10-10,13,7575.56,4103.156804733729
2016-10-10,14,5786.48,3861.5733727810652
2016-10-10,15,5575.82,3633.229585798816
2016-10-10,16,4975.89,3408.707100591716
2016-10-10,17,3979.87,3219.5934911242625
2016-10-10,18,3267.44,3186.878106508875
2016-10-10,19,3058.2,3218.0514792899407
2016-10-10,20,2935.34,3327.0242603550296
2016-10-10,21,2868.07,3608.041420118343
2016-10-10,22,2922.83,3993.869822485205
2016-10-10,23,3330.12,4493.104733727809
2016-10-11,0,5554.52,5218.177514792902
2016-10-11,1,8721.76,6107.032544378699
2016-10-11,2,10266.49,7192.540236686389
2016-10-11,3,11028.15,7454.381065088747
2016-10-11,4,11325.1,7879.298224852075
2016-10-11,5,10904.19,8134.555029585797
2016-10-11,6,10379.56,7784.155029585794
2016-10-11,7,9998.96,7471.782840236685
2016-10-11,8,9631.68,7246.886390532543
2016-10-11,9,9574.03,6872.5124260355005
2016-10-11,10,9359.74,6554.379881656804
2016-10-11,11,8995.15,6140.257988165679
2016-10-11,12,8668.66,5600.477514792897
2016-10-11,13,7839.42,5081.93076923077
2016-10-11,14,5666.46,4541.079881656806
2016-10-11,15,4184.95,4067.2532544378723
2016-10-11,16,3295.15,3639.8236686390514
2016-10-11,17,2841.86,3314.7325443786985
2016-10-11,18,2869.84,3300.557988165681
2016-10-11,19,3235.34,3388.592899408285
2016-10-11,20,3650.61,3605.832544378698
2016-10-11,21,3968.17,4018.96449704142
2016-10-11,22,4605.0,4554.3248520710085
2016-10-11,23,5079.27,5241.169230769234
2016-10-12,0,7257.19,6250.208875739644
2016-10-12,1,9625.51,7349.067455621307
2016-10-12,2,10958.35,8432.006508875744
2016-10-12,3,11250.87,8671.852662721893
2016-10-12,4,10976.45,8888.185798816567
2016-10-12,5,10791.79,9068.624260355029
2016-10-12,6,10611.88,8678.98165680473
2016-10-12,7,10272.57,8335.813017751474
2016-10-12,8,10139.88,8060.717159763316
2016-10-12,9,9566.32,7460.171597633141
2016-10-12,10,8980.56,7035.027810650885
2016-10-12,11,9114.87,6673.219526627219
2016-10-12,12,9407.1,5842.754437869822
2016-10-12,13,8788.32,5235.480473372782
2016-10-12,14,7436.06,4901.226035502958
2016-10-12,15,6570.56,4219.500591715975
2016-10-12,16,5276.76,3789.277514792896
2016-10-12,17,4311.34,3635.228402366864
2016-10-12,18,3726.09,3306.336686390532
2016-10-12,19,4592.37,3318.104733727809
2016-10-12,20,6377.99,3619.7887573964485
2016-10-12,21,7738.27,4002.131952662725
2016-10-12,22,8287.04,4763.5603550295855
2016-10-12,23,8205.2,5721.092899408284
2016-10-13,0,8221.27,5924.565680473374
2016-10-13,1,9002.42,6372.979881656804
2016-10-13,2,8829.43,6890.756213017752
2016-10-13,3,8146.06,6521.3065088757385
2016-10-13,4,6941.55,6157.268047337279
2016-10-13,5,6274.19,5801.244378698224
2016-10-13,6,5187.51,5220.786982248519
2016-10-13,7,4352.56,4685.519526627221
2016-10-13,8,3773.67,4200.431360946745
2016-10-13,9,3069.42,3788.045562130177
2016-10-13,10,2477.61,3476.2828402366868
2016-10-13,11,2076.6,3207.734319526625
2016-10-13,12,1831.17,2926.459763313609
2016-10-13,13,1369.49,2651.9177514792914
2016-10-13,14,1085.67,2464.390532544379
2016-10-13,15,890.09,2367.2769230769222
2016-10-13,16,887.08,2353.387573964497
2016-10-13,17,1409.47,2476.904142011835
2016-10-13,18,1732.44,2653.2573964497046
2016-10-13,19,2281.84,2926.221893491125
2016-10-13,20,2583.21,3288.010650887573
2016-10-13,21,2779.29,3590.271597633137
2016-10-13,22,3032.15,3956.828994082841
2016-10-13,23,3211.52,4393.804142011833
2016-10-14,0,2902.98,4755.568047337277
2016-10-14,1,3444.82,5179.495857988163
2016-10-14,2,3631.15,5692.972781065089
2016-10-14,3,3921.78,5772.678106508878
2016-10-14,4,4191.19,5962.565680473372
2016-10-14,5,4127.11,6228.11597633136
2016-10-14,6,3989.45,5963.495266272191
2016-10-14,7,3966.51,5785.700000000001
2016-10-14,8,2994.62,5713.559763313609
2016-10-14,9,2570.57,5460.015384615385
2016-10-14,10,2256.6,5287.307692307694
2016-10-14,11,2061.32,5177.02426035503
2016-10-14,12,2117.5,5013.165680473373
2016-10-14,13,2216.83,4870.131360946747
2016-10-14,14,2324.2,4774.205917159764
2016-10-14,15,2615.29,4683.37455621302
2016-10-14,16,3125.8,4624.796449704143
2016-10-14,17,3916.97,4629.25621301775
2016-10-14,18,4758.0,4616.6532544378715
2016-10-14,19,5176.28,4677.721893491125
2016-10-14,20,5166.79,4810.099408284026
2016-10-14,21,5155.25,5071.51124260355
2016-10-14,22,5465.34,5470.281656804733
2016-10-14,23,5802.48,5907.237869822487
2016-10-15,0,7311.97,6813.663313609471
2016-10-15,1,9288.94,7855.417751479289
2016-10-15,2,10728.45,8842.959171597638
2016-10-15,3,11372.98,9267.688165680469
2016-10-15,4,11481.95,9664.055621301779
2016-10-15,5,11272.28,9981.702958579881
2016-10-15,6,11533.47,9886.565680473375
2016-10-15,7,11800.8,9801.344378698226
2016-10-15,8,11708.96,9735.089349112424
2016-10-15,9,11531.59,9580.15088757397
2016-10-15,10,11343.82,9425.400591715974
2016-10-15,11,10875.47,9255.622485207099
2016-10-15,12,10810.04,9138.089940828406
2016-10-15,13,10535.43,8971.395857988166
2016-10-15,14,10031.06,8839.743786982246
2016-10-15,15,10473.49,8617.469230769231
2016-10-15,16,10164.95,8405.76213017752
2016-10-15,17,9424.43,8215.781065088757
2016-10-15,18,8805.2,7955.5349112426
2016-10-15,19,8559.61,7728.351479289941
2016-10-15,20,8297.2,7548.882840236687
2016-10-15,21,8158.87,7437.331952662728
2016-10-15,22,8280.06,7384.864497041422
2016-10-15,23,7815.38,7426.202958579882
2016-10-16,0,9517.1,8283.78165680473
2016-10-16,1,11060.63,9180.720710059164
2016-10-16,2,12004.21,9982.185798816565
2016-10-16,3,11913.75,10182.572781065093
2016-10-16,4,11749.16,10327.898224852068
2016-10-16,5,11698.78,10418.746153846154
2016-10-16,6,11695.12,10073.457396449707
2016-10-16,7,11705.54,9727.449112426033
2016-10-16,8,11592.63,9407.35680473373
2016-10-16,9,11590.98,9042.73195266272
2016-10-16,10,11356.39,8707.542603550302
2016-10-16,11,10995.17,8376.446745562127
2016-10-16,12,10681.84,7899.810059171596
2016-10-16,13,9942.19,7393.979881656808
2016-10-16,14,8109.0,6886.8982248520715
2016-10-16,15,8051.48,6411.61301775148
2016-10-16,16,8233.69,6048.110059171595
2016-10-16,17,8465.5,5784.77573964497
2016-10-16,18,9106.64,5831.126627218936
2016-10-16,19,9547.24,5959.165680473372
2016-10-16,20,9715.63,6153.772189349113
2016-10-16,21,9750.22,6370.780473372781
2016-10-16,22,9615.44,6727.05325443787
2016-10-16,23,9366.88,7120.494674556208
2016-10-17,0,11034.04,8119.270414201181
2016-10-17,1,12437.83,9119.275739644965
2016-10-17,2,12757.6,10030.862721893496
2016-10-17,3,12860.35,10346.701775147929
2016-10-17,4,12673.6,10608.43195266272
2016-10-17,5,12452.84,10779.805917159763
2016-10-17,6,12313.79,10558.911242603548
2016-10-17,7,12062.98,10323.21124260355
2016-10-17,8,12031.91,10090.016568047338
2016-10-17,9,11728.94,9890.954437869825
2016-10-17,10,11623.1,9693.726627218932
2016-10-17,11,11796.88,9427.890532544381
2016-10-17,12,11649.32,9216.69171597633
2016-10-17,13,11050.93,8958.69467455621
2016-10-17,14,10232.41,8661.697633136091
2016-10-17,15,10205.23,8410.586390532544
2016-10-17,16,9848.92,8176.556213017748
2016-10-17,17,9801.44,7979.668639053256
2016-10-17,18,9950.9,7900.9366863905325
2016-10-17,19,10270.7,7862.281656804736
2016-10-17,20,10740.48,7864.028994082841
2016-10-17,21,10738.86,7889.518934911241
2016-10-17,22,10221.35,8033.863905325446
2016-10-17,23,9733.41,8193.32958579882
2016-10-18,0,11487.5,9076.271005917157
2016-10-18,1,13102.01,9946.533136094667
2016-10-18,2,13292.43,10710.012426035504
2016-10-18,3,13155.44,10800.011242603556
2016-10-18,4,12872.92,10865.018934911248
2016-10-18,5,12947.73,10887.257396449706
2016-10-18,6,12622.16,10031.578698224857
2016-10-18,7,11873.6,9418.03195266272
2016-10-18,8,11163.33,9142.910650887574
2016-10-18,9,10535.27,8329.181656804734
2016-10-18,10,9324.89,7857.560355029585
2016-10-18,11,7720.91,7786.478106508876
2016-10-18,12,6718.02,6691.491124260357
2016-10-18,13,5417.74,5889.080473372786
2016-10-18,14,4277.15,5450.012426035502
2016-10-18,15,4820.39,4614.067455621302
2016-10-18,16,3951.13,3962.921893491125
2016-10-18,17,2537.9,3571.121301775148
2016-10-18,18,1800.22,3096.975739644972
2016-10-18,19,1741.13,2815.6911242603546
2016-10-18,20,1967.47,2692.047337278107
2016-10-18,21,2286.32,2874.903550295857
2016-10-18,22,2832.86,3265.689349112426
2016-10-18,23,3199.2,3870.233727810651
2016-10-19,0,4013.86,4231.550295857987
2016-10-19,1,4895.9,4781.646153846152
2016-10-19,2,5285.06,5381.846745562129
2016-10-19,3,5103.43,5241.164497041419
2016-10-19,4,5388.02,5237.899408284022
2016-10-19,5,5222.41,5366.488757396449
2016-10-19,6,5781.75,5111.956213017755
2016-10-19,7,6667.37,5007.13017751479
2016-10-19,8,6969.93,5029.442011834322
2016-10-19,9,6593.11,4829.498224852072
2016-10-19,10,5882.81,4684.457988165681
2016-10-19,11,5612.7,4608.744378698226
2016-10-19,12,5517.14,4256.634319526627
2016-10-19,13,4818.57,4028.750887573963
2016-10-19,14,3802.76,3896.2065088757404
2016-10-19,15,4387.07,3665.9467455621307
2016-10-19,16,4736.99,3622.9544378698247
2016-10-19,17,4500.95,3693.3201183431956
2016-10-19,18,3924.46,3509.3911242603563
2016-10-19,19,3474.66,3467.388757396449
2016-10-19,20,3439.02,3528.1011834319497
