date,hr_beg,NSPIN_Quantity,REGDN_Quantity,REGUP_Quantity,RRS_Quantity
2014-12-09,7,1500,286,287,2800
2014-12-09,8,1500,279,279,2800
2014-12-09,9,1500,269,297,2800
2014-12-09,10,1500,389,347,2800
2014-12-09,11,1500,507,582,2800
2014-12-09,12,1500,430,836,2800
2014-12-09,13,1500,297,375,2800
2014-12-09,14,1500,291,380,2800
2014-12-09,15,1500,455,446,2800
2014-12-09,16,1500,375,370,2800
2014-12-09,17,1500,322,342,2800
2014-12-09,18,1500,313,366,2800
2014-12-09,19,1500,321,310,2800
2014-12-09,20,1500,308,288,2800
2014-12-09,21,1500,324,274,2800
2014-12-09,22,1500,272,354,2800
2014-12-09,23,1500,348,606,2800
2014-12-10,0,1500,368,334,2800
2014-12-10,1,1500,364,303,2800
2014-12-10,2,1500,394,304,2800
2014-12-10,3,1500,463,417,2800
2014-12-10,4,1500,445,470,2800
2014-12-10,5,1500,437,461,2800
2014-12-10,6,1500,407,402,2800
2014-12-10,7,1500,286,287,2800
2014-12-10,8,1500,279,279,2800
2014-12-10,9,1500,269,297,2800
2014-12-10,10,1500,389,347,2800
2014-12-10,11,1500,507,582,2800
2014-12-10,12,1500,430,836,2800
2014-12-10,13,1500,297,375,2800
2014-12-10,14,1500,291,380,2800
2014-12-10,15,1500,455,446,2800
2014-12-10,16,1500,375,370,2800
2014-12-10,17,1500,322,342,2800
2014-12-10,18,1500,313,366,2800
2014-12-10,19,1500,321,310,2800
2014-12-10,20,1500,308,288,2800
2014-12-10,21,1500,324,274,2800
2014-12-10,22,1500,272,354,2800
2014-12-10,23,1500,348,606,2800
2014-12-11,0,1500,368,334,2800
2014-12-11,1,1500,364,303,2800
2014-12-11,2,1500,394,304,2800
2014-12-11,3,1500,463,417,2800
2014-12-11,4,1500,445,470,2800
2014-12-11,5,1500,437,461,2800
2015-09-16,5,1343,502,549,2696
2015-09-16,6,1343,418,338,2696
2015-09-16,7,1600,300,283,2808
2015-09-16,8,1600,258,268,2808
2015-09-16,9,1600,281,328,2808
2015-09-16,10,1600,527,496,2808
2015-09-16,11,1544,327,671,2696
2015-09-16,12,1544,340,467,2696
2015-09-16,13,1544,452,543,2696
2015-09-16,14,1544,487,549,2696
2015-09-16,15,1375,378,626,2480
2015-09-16,16,1375,592,570,2480
2015-09-16,17,1375,355,478,2480
2015-09-16,18,1375,432,419,2480
2015-09-16,19,1646,466,452,2480
2015-09-16,20,1646,393,380,2480
2015-09-16,21,1646,285,399,2480
2015-09-16,22,1646,439,315,2480
2015-09-16,23,1761,526,622,2480
2015-09-17,0,1761,501,471,2480
2015-09-17,1,1761,468,370,2480
2015-09-17,2,1761,629,496,2480
2015-09-17,3,1343,688,459,2696
2015-09-17,4,1343,656,453,2696
2014-01-06,6,1500,319,355,2800
2014-01-06,7,1500,284,327,2800
2014-01-06,8,1500,311,329,2800
2014-01-06,9,1500,360,267,2800
2014-01-06,10,1500,380,372,2800
2014-01-06,11,1500,508,558,2800
2014-01-06,12,1500,491,767,2800
2014-01-06,13,1500,368,394,2800
2014-01-06,14,1500,313,404,2800
2014-01-06,15,1500,364,453,2800
2014-01-06,16,1500,350,503,2800
2014-01-06,17,1500,364,437,2800
2014-01-06,18,1500,360,399,2800
2014-01-06,19,1500,324,636,2800
2014-01-06,20,1500,349,285,2800
2014-01-06,21,1500,285,279,2800
2014-01-06,22,1500,317,411,2800
2014-01-06,23,1500,472,644,2800
2014-01-07,0,1500,349,562,2800
2014-01-07,1,1500,341,320,2800
2014-01-07,2,1500,354,336,2800
2014-01-07,3,1500,397,347,2800
2014-01-07,4,1500,453,453,2800
2014-01-07,5,1500,429,406,2800
2014-09-16,5,1284,453,746,2800
2014-09-16,6,1284,395,341,2800
2014-09-16,7,1500,324,305,2800
2014-09-16,8,1500,258,266,2800
2014-09-16,9,1500,253,328,2800
2014-09-16,10,1500,416,435,2800
2014-09-16,11,1500,375,620,2800
2014-09-16,12,1500,361,393,2800
2014-09-16,13,1500,442,548,2800
2014-09-16,14,1500,543,498,2800
2014-09-16,15,1430,551,521,2800
2014-09-16,16,1430,398,539,2800
2014-09-16,17,1430,393,460,2800
2014-09-16,18,1430,374,448,2800
2014-09-16,19,1500,388,466,2800
2014-09-16,20,1500,319,366,2800
2014-09-16,21,1500,329,399,2800
2014-09-16,22,1500,376,410,2800
2014-09-16,23,1322,469,423,2800
2014-09-17,0,1322,461,538,2800
2014-09-17,1,1322,506,427,2800
2014-09-17,2,1322,528,549,2800
2014-09-17,3,1284,664,628,2800
2014-09-17,4,1284,584,682,2800
2017-09-16,5,1137,367,315,2702
2017-09-16,6,1137,276,204,2702
2017-09-16,7,1568,240,180,2702
2017-09-16,8,1568,188,177,2702
2017-09-16,9,1568,181,243,2702
2017-09-16,10,1568,325,409,2702
2017-09-16,11,1831,222,620,2479
2017-09-16,12,1831,209,292,2479
2017-09-16,13,1831,281,457,2479
2017-09-16,14,1831,328,441,2479
2017-09-16,15,1952,283,469,2300
2017-09-16,16,1952,245,473,2300
2017-09-16,17,1952,261,416,2300
2017-09-16,18,1952,227,354,2300
2017-09-16,19,1375,207,264,2300
2017-09-16,20,1375,208,252,2300
2017-09-16,21,1375,238,242,2300
2017-09-16,22,1375,335,223,2300
2017-09-16,23,1603,423,278,2538
2017-09-17,0,1603,336,297,2538
2017-09-17,1,1603,448,235,2538
2017-09-17,2,1603,518,336,2538
2017-09-17,3,1137,572,422,2702
2017-09-17,4,1137,497,383,2702
2014-03-22,5,1500,460,511,2800
2014-03-22,6,1500,338,274,2800
2014-03-22,7,1500,293,309,2800
2014-03-22,8,1500,287,273,2800
2014-03-22,9,1500,437,392,2800
2014-03-22,10,1500,632,569,2800
2014-03-22,11,1500,577,826,2800
2014-03-22,12,1500,390,467,2800
2014-03-22,13,1500,342,445,2800
2014-03-22,14,1500,399,396,2800
2014-03-22,15,1500,407,477,2800
2014-03-22,16,1500,435,401,2800
2014-03-22,17,1500,381,352,2800
2014-03-22,18,1500,340,397,2800
2014-03-22,19,1500,433,435,2800
2014-03-22,20,1500,334,338,2800
2014-03-22,21,1500,292,336,2800
2014-03-22,22,1500,362,492,2800
2014-03-22,23,1500,371,532,2800
2014-03-23,0,1500,399,547,2800
2014-03-23,1,1500,336,362,2800
2014-03-23,2,1500,424,399,2800
2014-03-23,3,1500,516,615,2800
2014-03-23,4,1500,462,466,2800
2016-04-12,5,964,390,380,3000
2016-04-12,6,964,279,277,3000
2016-04-12,7,1870,233,228,3000
2016-04-12,8,1870,189,247,3000
2016-04-12,9,1870,217,319,3000
2016-04-12,10,1870,356,452,3000
2016-04-12,11,2059,328,621,2808
2016-04-12,12,2059,228,309,2808
2016-04-12,13,2059,283,395,2808
2016-04-12,14,2059,310,283,2808
2016-04-12,15,1375,215,314,2696
2016-04-12,16,1375,208,290,2696
2016-04-12,17,1375,216,296,2696
2016-04-12,18,1375,242,294,2696
2016-04-12,19,1375,257,258,2696
2016-04-12,20,1375,231,254,2696
2016-04-12,21,1375,239,259,2696
2016-04-12,22,1375,267,301,2696
2016-04-12,23,1375,294,269,2808
2016-04-13,0,1375,336,345,2808
2016-04-13,1,1375,335,395,2808
2016-04-13,2,1375,431,339,2808
2016-04-13,3,964,546,407,3000
2016-04-13,4,964,478,384,3000
2017-02-06,6,965,284,273,2808
2017-02-06,7,965,226,245,2808
2017-02-06,8,1421,201,252,2808
2017-02-06,9,1421,261,253,2808
2017-02-06,10,1421,255,318,2808
2017-02-06,11,1421,388,524,2808
2017-02-06,12,2418,329,693,2696
2017-02-06,13,2418,293,322,2696
2017-02-06,14,2418,246,390,2696
2017-02-06,15,2418,345,312,2696
2017-02-06,16,1928,313,259,2696
2017-02-06,17,1928,276,247,2696
2017-02-06,18,1928,282,240,2696
2017-02-06,19,1928,259,251,2696
2017-02-06,20,1673,244,253,2696
2017-02-06,21,1673,225,238,2696
2017-02-06,22,1673,213,254,2696
2017-02-06,23,1673,218,363,2696
2017-02-07,0,1735,343,463,2696
2017-02-07,1,1735,300,210,2696
2017-02-07,2,1735,339,249,2696
2017-02-07,3,1735,397,300,2696
2017-02-07,4,965,413,379,2808
2017-02-07,5,965,344,282,2808
2016-05-22,5,833,403,361,3000
2016-05-22,6,833,337,261,3000
2016-05-22,7,1673,254,250,3000
2016-05-22,8,1673,221,253,3000
2016-05-22,9,1673,207,267,3000
2016-05-22,10,1673,487,433,3000
2016-05-22,11,1990,334,596,2808
2016-05-22,12,1990,225,342,2808
2016-05-22,13,1990,286,380,2808
2016-05-22,14,1990,255,327,2808
2016-05-22,15,1978,273,365,2696
2016-05-22,16,1978,255,336,2696
2016-05-22,17,1978,212,292,2696
2016-05-22,18,1978,206,298,2696
2016-05-22,19,1446,234,295,2702
2016-05-22,20,1446,283,272,2702
2016-05-22,21,1446,270,273,2702
2016-05-22,22,1446,285,275,2702
2016-05-22,23,1404,344,291,2696
2016-05-23,0,1404,350,355,2696
2016-05-23,1,1404,322,355,2696
2016-05-23,2,1404,465,325,2696
2016-05-23,3,833,536,479,3000
2016-05-23,4,833,515,446,3000
2014-02-12,6,1500,395,434,2800
2014-02-12,7,1500,317,362,2800
2014-02-12,8,1500,350,318,2800
2014-02-12,9,1500,289,395,2800
2014-02-12,10,1500,418,452,2800
2014-02-12,11,1500,491,588,2800
2014-02-12,12,1500,429,1131,2800
2014-02-12,13,1500,355,512,2800
2014-02-12,14,1500,305,445,2800
2014-02-12,15,1500,367,397,2800
2014-02-12,16,1500,357,491,2800
2014-02-12,17,1500,340,387,2800
2014-02-12,18,1500,323,327,2800
2014-02-12,19,1500,400,380,2800
2014-02-12,20,1500,298,306,2800
2014-02-12,21,1500,324,309,2800
2014-02-12,22,1500,296,318,2800
2014-02-12,23,1500,384,610,2800
2014-02-13,0,1500,398,540,2800
2014-02-13,1,1500,388,298,2800
2014-02-13,2,1500,353,337,2800
2014-02-13,3,1500,428,433,2800
2014-02-13,4,1500,459,470,2800
2014-02-13,5,1500,395,457,2800
2017-08-26,5,855,416,323,2538
2017-08-26,6,855,330,205,2538
2017-08-26,7,1218,243,193,2538
2017-08-26,8,1218,203,176,2538
2017-08-26,9,1218,156,225,2538
2017-08-26,10,1218,192,397,2538
2017-08-26,11,1853,226,559,2300
2017-08-26,12,1853,242,385,2300
2017-08-26,13,1853,259,471,2300
2017-08-26,14,1853,273,481,2300
2017-08-26,15,1558,285,533,2300
2017-08-26,16,1558,226,496,2300
2017-08-26,17,1558,218,417,2300
2017-08-26,18,1558,289,385,2300
2017-08-26,19,1375,231,291,2300
2017-08-26,20,1375,212,267,2300
2017-08-26,21,1375,249,248,2300
2017-08-26,22,1375,326,254,2300
2017-08-26,23,1375,407,283,2300
2017-08-27,0,1375,412,336,2300
2017-08-27,1,1375,391,270,2300
2017-08-27,2,1375,552,332,2300
2017-08-27,3,855,626,370,2538
2017-08-27,4,855,536,338,2538
2017-10-02,5,1036,338,297,2808
2017-10-02,6,1036,264,202,2808
2017-10-02,7,1638,212,212,2808
2017-10-02,8,1638,217,196,2808
2017-10-02,9,1638,231,251,2808
2017-10-02,10,1638,396,400,2808
2017-10-02,11,1988,261,562,2696
2017-10-02,12,1988,268,337,2696
2017-10-02,13,1988,201,381,2696
2017-10-02,14,1988,461,418,2696
2017-10-02,15,1945,272,366,2479
2017-10-02,16,1945,274,383,2479
2017-10-02,17,1945,219,369,2479
2017-10-02,18,1945,229,326,2479
2017-10-02,19,1545,196,290,2479
2017-10-02,20,1545,192,230,2479
2017-10-02,21,1545,210,199,2479
2017-10-02,22,1545,274,253,2479
2017-10-02,23,1375,368,310,2702
2017-10-03,0,1375,412,260,2702
2017-10-03,1,1375,420,200,2702
2017-10-03,2,1375,451,267,2702
2017-10-03,3,1036,482,490,2808
2017-10-03,4,1036,423,384,2808
2016-07-06,5,804,446,306,2702
2016-07-06,6,804,335,270,2702
2016-07-06,7,1190,260,230,2702
2016-07-06,8,1190,216,205,2702
2016-07-06,9,1190,182,245,2702
2016-07-06,10,1190,243,351,2702
2016-07-06,11,1609,199,452,2479
2016-07-06,12,1609,226,403,2479
2016-07-06,13,1609,301,495,2479
2016-07-06,14,1609,305,491,2479
2016-07-06,15,1794,299,534,2538
2016-07-06,16,1794,312,489,2538
2016-07-06,17,1794,274,402,2538
2016-07-06,18,1794,236,346,2538
2016-07-06,19,1375,255,296,2500
2016-07-06,20,1375,268,280,2500
2016-07-06,21,1375,238,287,2500
2016-07-06,22,1375,324,294,2500
2016-07-06,23,1375,409,305,2538
2016-07-07,0,1375,407,352,2538
2016-07-07,1,1375,392,308,2538
2016-07-07,2,1375,523,388,2538
2016-07-07,3,804,571,406,2702
2016-07-07,4,804,556,370,2702
2015-03-25,5,1500,390,450,2800
2015-03-25,6,1500,406,336,2800
2015-03-25,7,1500,320,378,2800
2015-03-25,8,1500,287,320,2800
2015-03-25,9,1500,420,384,2800
2015-03-25,10,1500,600,622,2800
2015-03-25,11,1500,581,895,2800
2015-03-25,12,1500,356,491,2800
2015-03-25,13,1500,333,428,2800
2015-03-25,14,1500,338,496,2800
2015-03-25,15,1500,352,398,2800
2015-03-25,16,1500,411,383,2800
2015-03-25,17,1500,371,338,2800
2015-03-25,18,1500,350,440,2800
2015-03-25,19,1500,308,427,2800
2015-03-25,20,1500,291,351,2800
2015-03-25,21,1500,281,385,2800
2015-03-25,22,1500,362,513,2800
2015-03-25,23,1500,467,472,2800
2015-03-26,0,1500,359,628,2800
2015-03-26,1,1500,364,439,2800
2015-03-26,2,1500,589,382,2800
2015-03-26,3,1500,465,454,2800
2015-03-26,4,1500,428,373,2800
2016-12-12,6,1200,319,268,3000
2016-12-12,7,1200,228,204,3000
2016-12-12,8,1477,274,199,3000
2016-12-12,9,1477,211,211,3000
2016-12-12,10,1477,287,281,3000
2016-12-12,11,1477,498,500,3000
2016-12-12,12,2174,284,546,2696
2016-12-12,13,2174,268,306,2696
2016-12-12,14,2174,213,281,2696
2016-12-12,15,2174,208,302,2696
2016-12-12,16,1666,237,290,2696
2016-12-12,17,1666,230,259,2696
2016-12-12,18,1666,260,300,2696
2016-12-12,19,1666,229,281,2696
2016-12-12,20,1411,208,247,2696
2016-12-12,21,1411,202,248,2696
2016-12-12,22,1411,190,257,2696
2016-12-12,23,1411,261,466,2696
2016-12-13,0,1703,295,226,2696
2016-12-13,1,1703,251,196,2696
2016-12-13,2,1703,262,214,2696
2016-12-13,3,1703,347,250,2696
2016-12-13,4,1200,380,376,3000
2016-12-13,5,1200,375,330,3000
2017-05-16,5,719,413,385,2696
2017-05-16,6,719,337,275,2696
2017-05-16,7,1605,293,255,2696
2017-05-16,8,1605,246,253,2696
2017-05-16,9,1605,217,294,2696
2017-05-16,10,1605,487,434,2696
2017-05-16,11,2011,324,596,2702
2017-05-16,12,2011,230,339,2702
2017-05-16,13,2011,286,358,2702
2017-05-16,14,2011,257,345,2702
2017-05-16,15,2144,233,358,2479
2017-05-16,16,2144,214,361,2479
2017-05-16,17,2144,204,339,2479
2017-05-16,18,2144,206,315,2479
2017-05-16,19,1635,238,295,2479
2017-05-16,20,1635,253,265,2479
2017-05-16,21,1635,302,273,2479
2017-05-16,22,1635,322,275,2479
2017-05-16,23,1517,420,291,2702
2017-05-17,0,1517,363,352,2702
2017-05-17,1,1517,360,320,2702
2017-05-17,2,1517,470,325,2702
2017-05-17,3,719,557,410,2696
2017-05-17,4,719,488,446,2696
2016-08-12,5,668,430,365,2702
2016-08-12,6,668,330,252,2702
2016-08-12,7,1089,268,250,2702
2016-08-12,8,1089,219,207,2702
2016-08-12,9,1089,191,225,2702
2016-08-12,10,1089,268,345,2702
2016-08-12,11,1375,242,511,2479
2016-08-12,12,1375,242,367,2479
2016-08-12,13,1375,274,475,2479
2016-08-12,14,1375,290,485,2479
2016-08-12,15,1818,287,523,2300
2016-08-12,16,1818,258,499,2300
2016-08-12,17,1818,222,417,2300
2016-08-12,18,1818,293,376,2300
2016-08-12,19,1375,233,289,2500
2016-08-12,20,1375,222,280,2500
2016-08-12,21,1375,257,270,2500
2016-08-12,22,1375,327,290,2500
2016-08-12,23,1375,432,326,2538
2016-08-13,0,1375,443,356,2538
2016-08-13,1,1375,391,280,2538
2016-08-13,2,1375,552,360,2538
2016-08-13,3,668,626,370,2702
2016-08-13,4,668,536,351,2702
2015-10-22,5,1784,443,447,3002
2015-10-22,6,1784,398,297,3002
2015-10-22,7,1709,371,276,3002
2015-10-22,8,1709,336,273,3002
2015-10-22,9,1709,264,291,3002
2015-10-22,10,1709,508,484,3002
2015-10-22,11,1375,349,695,2808
2015-10-22,12,1375,324,439,2808
2015-10-22,13,1375,310,517,2808
2015-10-22,14,1375,406,536,2808
2015-10-22,15,1738,440,537,2696
2015-10-22,16,1738,418,513,2696
2015-10-22,17,1738,358,444,2696
2015-10-22,18,1738,422,455,2696
2015-10-22,19,2000,380,403,2696
2015-10-22,20,2000,303,372,2696
2015-10-22,21,2000,446,370,2696
2015-10-22,22,2000,448,344,2696
2015-10-22,23,2000,491,445,2696
2015-10-23,0,2000,452,460,2696
2015-10-23,1,2000,457,363,2696
2015-10-23,2,2000,611,402,2696
2015-10-23,3,1784,689,550,3002
2015-10-23,4,1784,560,529,3002
2014-05-02,5,1500,505,515,2800
2014-05-02,6,1500,360,393,2800
2014-05-02,7,1500,350,310,2800
2014-05-02,8,1500,325,308,2800
2014-05-02,9,1500,387,354,2800
2014-05-02,10,1500,742,518,2800
2014-05-02,11,1500,553,764,2800
2014-05-02,12,1500,362,499,2800
2014-05-02,13,1500,361,439,2800
2014-05-02,14,1500,528,416,2800
2014-05-02,15,1500,470,516,2800
2014-05-02,16,1500,431,523,2800
2014-05-02,17,1500,330,466,2800
2014-05-02,18,1500,361,432,2800
2014-05-02,19,1500,360,382,2800
2014-05-02,20,1500,377,435,2800
2014-05-02,21,1500,340,387,2800
2014-05-02,22,1500,408,339,2800
2014-05-02,23,1484,417,387,2800
2014-05-03,0,1484,411,512,2800
2014-05-03,1,1484,416,466,2800
2014-05-03,2,1484,530,438,2800
2014-05-03,3,1500,612,654,2800
2014-05-03,4,1500,546,716,2800
2015-12-06,6,1937,353,433,2808
2015-12-06,7,1937,321,342,2808
2015-12-06,8,1757,289,315,3002
2015-12-06,9,1757,282,279,3002
2015-12-06,10,1757,433,357,3002
2015-12-06,11,1757,615,622,3002
2015-12-06,12,2000,381,816,2808
2015-12-06,13,2000,382,381,2808
2015-12-06,14,2000,279,367,2808
2015-12-06,15,2000,426,396,2808
2015-12-06,16,2000,348,369,2808
2015-12-06,17,2000,302,393,2808
2015-12-06,18,2000,297,376,2808
2015-12-06,19,2000,328,374,2808
2015-12-06,20,2000,286,296,2808
2015-12-06,21,2000,288,293,2808
2015-12-06,22,2000,324,342,2808
2015-12-06,23,2000,306,535,2808
2015-12-07,0,2000,391,358,2808
2015-12-07,1,2000,400,291,2808
2015-12-07,2,2000,389,299,2808
2015-12-07,3,2000,479,367,2808
2015-12-07,4,1937,526,507,2808
2015-12-07,5,1937,476,481,2808
2015-01-07,6,1500,349,363,2800
2015-01-07,7,1500,316,294,2800
2015-01-07,8,1500,304,283,2800
2015-01-07,9,1500,307,299,2800
2015-01-07,10,1500,383,420,2800
2015-01-07,11,1500,607,597,2800
2015-01-07,12,1500,479,830,2800
2015-01-07,13,1500,401,475,2800
2015-01-07,14,1500,351,413,2800
2015-01-07,15,1500,377,408,2800
2015-01-07,16,1500,497,400,2800
2015-01-07,17,1500,387,416,2800
2015-01-07,18,1500,362,370,2800
2015-01-07,19,1500,362,420,2800
2015-01-07,20,1500,333,295,2800
2015-01-07,21,1500,278,306,2800
2015-01-07,22,1500,291,400,2800
2015-01-07,23,1500,378,593,2800
2015-01-08,0,1500,388,464,2800
2015-01-08,1,1500,322,273,2800
2015-01-08,2,1500,333,313,2800
2015-01-08,3,1500,439,361,2800
2015-01-08,4,1500,432,515,2800
2015-01-08,5,1500,413,475,2800
2016-09-26,5,1000,390,360,2696
2016-09-26,6,1000,275,244,2696
2016-09-26,7,1410,240,225,2696
2016-09-26,8,1410,201,207,2696
2016-09-26,9,1410,192,242,2696
2016-09-26,10,1410,329,422,2696
2016-09-26,11,1723,254,620,2702
2016-09-26,12,1723,260,295,2702
2016-09-26,13,1723,296,460,2702
2016-09-26,14,1723,345,429,2702
2016-09-26,15,2118,299,466,2479
2016-09-26,16,2118,299,471,2479
2016-09-26,17,2118,298,417,2479
2016-09-26,18,2118,267,344,2479
2016-09-26,19,1375,221,295,2538
2016-09-26,20,1375,225,267,2538
2016-09-26,21,1375,226,277,2538
2016-09-26,22,1375,303,238,2538
2016-09-26,23,1375,395,275,2479
2016-09-27,0,1375,348,316,2479
2016-09-27,1,1375,442,251,2479
2016-09-27,2,1375,518,368,2479
2016-09-27,3,1000,566,422,2696
2016-09-27,4,1000,472,390,2696
2017-04-22,5,884,404,380,2808
2017-04-22,6,884,280,261,2808
2017-04-22,7,1706,274,247,2808
2017-04-22,8,1706,237,247,2808
2017-04-22,9,1706,227,319,2808
2017-04-22,10,1706,356,472,2808
2017-04-22,11,1928,328,582,2696
2017-04-22,12,1928,221,305,2696
2017-04-22,13,1928,211,395,2696
2017-04-22,14,1928,238,305,2696
2017-04-22,15,1375,212,314,2696
2017-04-22,16,1375,207,320,2696
2017-04-22,17,1375,196,289,2696
2017-04-22,18,1375,242,257,2696
2017-04-22,19,1375,257,249,2702
2017-04-22,20,1375,218,247,2702
2017-04-22,21,1375,244,229,2702
2017-04-22,22,1375,287,301,2702
2017-04-22,23,1375,336,243,2696
2017-04-23,0,1375,329,282,2696
2017-04-23,1,1375,363,272,2696
2017-04-23,2,1375,458,339,2696
2017-04-23,3,884,544,407,2808
2017-04-23,4,884,478,366,2808
2016-11-02,5,1077,293,272,3000
2016-11-02,6,1077,215,208,3000
2016-11-02,7,1797,241,198,3000
2016-11-02,8,1797,231,211,3000
2016-11-02,9,1797,266,277,3000
2016-11-02,10,1797,366,494,3000
2016-11-02,11,2194,310,635,2808
2016-11-02,12,2194,273,280,2808
2016-11-02,13,2194,185,316,2808
2016-11-02,14,2194,213,265,2808
2016-11-02,15,2048,245,285,2808
2016-11-02,16,2048,238,245,2808
2016-11-02,17,2048,216,231,2808
2016-11-02,18,2048,222,250,2808
2016-11-02,19,1585,224,228,2808
2016-11-02,20,1585,208,214,2808
2016-11-02,21,1585,183,278,2808
2016-11-02,22,1585,250,432,2808
2016-11-02,23,1749,280,202,2808
2016-11-03,0,1749,285,211,2808
2016-11-03,1,1749,284,217,2808
2016-11-03,2,1749,334,317,2808
2016-11-03,3,1077,365,284,3000
2016-11-03,4,1077,316,274,3000
2017-06-06,5,922,456,357,2702
2017-06-06,6,922,332,302,2702
2017-06-06,7,1476,281,226,2702
2017-06-06,8,1476,216,197,2702
2017-06-06,9,1476,196,226,2702
2017-06-06,10,1476,308,390,2702
2017-06-06,11,2036,264,486,2479
2017-06-06,12,2036,190,456,2479
2017-06-06,13,2036,263,463,2479
2017-06-06,14,2036,329,463,2479
2017-06-06,15,1949,278,509,2300
2017-06-06,16,1949,194,453,2300
2017-06-06,17,1949,213,354,2300
2017-06-06,18,1949,211,305,2300
2017-06-06,19,1375,243,246,2300
2017-06-06,20,1375,232,251,2300
2017-06-06,21,1375,237,226,2300
2017-06-06,22,1375,307,223,2300
2017-06-06,23,1375,370,246,2479
2017-06-07,0,1375,372,278,2479
2017-06-07,1,1375,346,263,2479
2017-06-07,2,1375,528,280,2479
2017-06-07,3,922,585,401,2702
2017-06-07,4,922,544,362,2702
2016-03-06,6,1202,308,282,3000
2016-03-06,7,1202,249,239,3000
2016-03-06,8,1475,237,234,3000
2016-03-06,9,1475,196,241,3000
2016-03-06,10,1475,261,297,3000
2016-03-06,11,1475,425,474,3000
2016-03-06,12,2508,371,574,2808
2016-03-06,13,2508,297,408,2808
2016-03-06,14,2508,211,351,2808
2016-03-06,15,2508,232,294,2808
2016-03-06,16,2409,208,271,2808
2016-03-06,17,2409,234,288,2808
2016-03-06,18,2409,231,275,2808
2016-03-06,19,2409,229,287,2808
2016-03-06,20,1484,250,248,2808
2016-03-06,21,1484,231,239,2808
2016-03-06,22,1484,215,241,2808
2016-03-06,23,1484,221,271,2808
2016-03-07,0,1639,248,364,2808
2016-03-07,1,1639,260,415,2808
2016-03-07,2,1639,312,278,2808
2016-03-07,3,1639,398,262,2808
2016-03-07,4,1202,465,351,3000
2016-03-07,5,1202,411,329,3000
2014-08-26,5,1267,523,508,2800
2014-08-26,6,1267,371,351,2800
2014-08-26,7,1435,337,337,2800
2014-08-26,8,1435,303,273,2800
2014-08-26,9,1435,293,337,2800
2014-08-26,10,1435,380,479,2800
2014-08-26,11,1357,382,625,2800
2014-08-26,12,1357,369,437,2800
2014-08-26,13,1357,428,508,2800
2014-08-26,14,1357,546,532,2800
2014-08-26,15,1500,467,543,2800
2014-08-26,16,1500,405,570,2800
2014-08-26,17,1500,352,453,2800
2014-08-26,18,1500,362,467,2800
2014-08-26,19,1500,353,420,2800
2014-08-26,20,1500,311,419,2800
2014-08-26,21,1500,442,373,2800
2014-08-26,22,1500,419,400,2800
2014-08-26,23,1500,518,446,2800
2014-08-27,0,1500,520,559,2800
2014-08-27,1,1500,517,395,2800
2014-08-27,2,1500,560,470,2800
2014-08-27,3,1267,628,559,2800
2014-08-27,4,1267,609,619,2800
2015-01-04,6,1500,349,363,2800
2015-01-04,7,1500,316,294,2800
2015-01-04,8,1500,304,283,2800
2015-01-04,9,1500,307,299,2800
2015-01-04,10,1500,383,420,2800
2015-01-04,11,1500,607,597,2800
2015-01-04,12,1500,479,830,2800
2015-01-04,13,1500,401,475,2800
2015-01-04,14,1500,351,413,2800
2015-01-04,15,1500,377,408,2800
2015-01-04,16,1500,497,400,2800
2015-01-04,17,1500,387,416,2800
2015-01-04,18,1500,362,370,2800
2015-01-04,19,1500,362,420,2800
2015-01-04,20,1500,333,295,2800
2015-01-04,21,1500,278,306,2800
2015-01-04,22,1500,291,400,2800
2015-01-04,23,1500,378,593,2800
2015-01-05,0,1500,388,464,2800
2015-01-05,1,1500,322,273,2800
2015-01-05,2,1500,333,313,2800
2015-01-05,3,1500,439,361,2800
2015-01-05,4,1500,432,515,2800
2015-01-05,5,1500,413,475,2800
2014-12-04,6,1500,407,402,2800
2014-12-04,7,1500,286,287,2800
2014-12-04,8,1500,279,279,2800
2014-12-04,9,1500,269,297,2800
2014-12-04,10,1500,389,347,2800
2014-12-04,11,1500,507,582,2800
2014-12-04,12,1500,430,836,2800
2014-12-04,13,1500,297,375,2800
2014-12-04,14,1500,291,380,2800
2014-12-04,15,1500,455,446,2800
2014-12-04,16,1500,375,370,2800
2014-12-04,17,1500,322,342,2800
2014-12-04,18,1500,313,366,2800
2014-12-04,19,1500,321,310,2800
2014-12-04,20,1500,308,288,2800
2014-12-04,21,1500,324,274,2800
2014-12-04,22,1500,272,354,2800
2014-12-04,23,1500,348,606,2800
2014-12-05,0,1500,368,334,2800
2014-12-05,1,1500,364,303,2800
2014-12-05,2,1500,394,304,2800
2014-12-05,3,1500,463,417,2800
2014-12-05,4,1500,445,470,2800
2014-12-05,5,1500,437,461,2800
2016-01-22,6,915,293,280,2808
2016-01-22,7,915,220,222,2808
2016-01-22,8,1327,206,200,2808
2016-01-22,9,1327,210,234,2808
2016-01-22,10,1327,305,341,2808
2016-01-22,11,1327,418,524,2808
2016-01-22,12,1848,346,647,2696
2016-01-22,13,1848,304,366,2696
2016-01-22,14,1848,272,338,2696
2016-01-22,15,1848,285,326,2696
2016-01-22,16,2403,347,322,2696
2016-01-22,17,2403,320,278,2696
2016-01-22,18,2403,287,245,2696
2016-01-22,19,2403,301,253,2696
2016-01-22,20,1539,259,235,2808
2016-01-22,21,1539,220,203,2808
2016-01-22,22,1539,174,258,2808
