date,hr_beg,90th Pctl Bid_REGUP,80th Pctl Bid_REGUP,70th Pctl Bid_REGUP,60th Pctl Bid_REGUP,50th Pctl Bid_REGUP,30th Pctl Bid_REGUP
2014-03-16,15,25.0,12.98,11.32,8.11,5.0,3.0
2014-03-16,16,25.0,12.14,8.11,7.73,5.0,3.0
2014-03-16,17,25.0,11.97,9.17,7.56,5.0,2.11
2014-03-16,18,25.0,11.97,8.11,7.1,4.83,2.11
2014-03-16,19,25.0,11.97,8.11,7.57,4.04,2.11
2014-03-16,20,25.0,11.79,8.49,7.89,4.0,2.11
2014-03-16,21,25.0,11.79,8.23,6.63,4.0,2.11
2014-03-16,22,25.0,11.97,8.11,6.99,4.89,2.49
2014-03-16,23,25.0,18.13,11.97,8.11,6.68,2.79
2014-03-17,0,27.09,25.0,20.7,11.32,8.11,2.41
2014-03-17,1,33.0,15.01,9.94,8.0,7.98,2.11
2014-03-17,2,32.9,13.17,10.81,8.11,5.0,2.11
2014-03-17,3,25.2,17.42,10.0,8.11,4.78,2.11
2014-03-17,4,25.0,14.6,11.0,8.11,5.0,2.11
2014-03-17,5,25.0,12.48,8.11,5.0,4.0,2.11
2014-03-17,6,25.0,12.48,8.11,5.0,4.0,2.11
2014-03-17,7,25.0,12.48,8.11,5.26,4.0,2.11
2014-03-17,8,25.0,12.48,8.11,5.82,4.0,2.11
2014-03-17,9,25.0,12.48,8.11,5.0,4.0,2.11
2014-03-17,10,25.0,14.25,12.48,8.11,4.0,2.11
2014-03-17,11,92.0,40.76,25.0,14.0,10.0,3.42
2014-03-17,12,70.0,37.2,24.36,12.0,8.11,3.42
2014-03-17,13,28.78,23.14,12.48,8.11,8.0,3.0
2014-03-17,14,25.0,14.36,8.11,6.85,4.62,2.11
2014-03-17,15,25.0,14.01,8.43,6.0,4.0,2.11
2014-03-17,16,25.0,12.48,8.11,5.0,4.0,2.11
2014-03-17,17,25.0,12.3,8.11,5.0,4.02,2.11
2014-03-17,18,19.81,10.11,8.11,4.34,4.0,2.11
2014-03-17,19,25.0,11.4,8.11,5.0,4.0,2.11
2014-03-17,20,25.0,8.3,7.9,4.21,4.0,2.11
2014-03-17,21,25.0,9.98,8.11,4.0,3.8,2.11
2014-03-17,22,25.0,11.79,8.11,4.0,3.44,2.11
2014-03-17,23,25.0,13.58,10.11,8.11,6.0,2.11
2014-03-18,0,25.0,22.43,8.29,8.0,6.11,2.11
2014-03-18,1,25.0,13.86,8.11,8.0,5.0,2.11
2014-03-18,2,25.0,12.48,8.11,6.84,5.0,2.11
2014-03-18,3,25.0,12.48,8.11,5.0,3.0,2.11
2014-03-18,4,25.0,12.48,8.11,6.11,3.0,2.11
2014-03-18,5,25.0,15.0,11.0,8.11,4.76,2.11
2014-03-18,6,25.0,16.0,11.0,8.11,4.64,2.11
2014-03-18,7,25.0,16.0,11.0,8.11,5.0,2.11
2014-03-18,8,25.0,16.0,11.0,8.11,5.0,2.11
2014-03-18,9,25.0,15.16,11.0,8.11,5.0,2.11
2014-03-18,10,25.0,12.39,10.0,8.11,5.0,2.11
2014-03-18,11,34.07,25.0,18.6,12.31,8.11,3.13
2014-03-18,12,28.04,25.0,16.0,10.0,8.11,3.0
2014-03-18,13,25.0,15.69,8.11,7.0,5.0,2.11
2014-03-18,14,25.0,12.31,8.11,6.42,4.26,2.11
2014-03-18,15,25.0,12.5,8.11,5.0,4.0,2.11
2014-03-18,16,25.0,11.79,8.11,5.0,4.36,2.11
2014-03-18,17,25.0,10.0,8.11,5.0,4.0,2.11
2014-03-18,18,25.0,10.25,8.11,5.0,4.0,2.11
2014-03-18,19,25.0,11.23,8.11,5.0,4.51,2.11
2014-03-18,20,25.0,11.23,8.11,4.86,4.09,2.11
2014-03-18,21,25.0,11.23,8.11,5.0,4.86,2.11
2014-03-18,22,25.0,11.23,8.11,5.0,4.86,2.11
2014-03-18,23,25.0,18.27,9.93,8.11,5.8,2.11
2014-03-19,0,25.0,19.2,8.11,8.0,7.0,2.11
2014-03-19,1,25.0,16.0,8.11,8.0,3.6,2.11
2014-03-19,2,25.0,10.96,8.11,5.0,5.0,2.11
2014-03-19,3,25.0,11.97,8.11,6.39,4.09,2.11
2014-03-19,4,25.0,12.98,10.0,8.11,3.97,2.11
2014-03-19,5,25.0,15.0,8.11,6.0,4.25,2.11
2014-03-19,6,25.0,15.0,8.11,6.0,4.25,2.11
2014-03-19,7,25.0,15.0,8.11,7.45,4.25,2.11
2014-03-19,8,25.0,15.0,8.11,7.37,4.46,2.11
2014-03-19,9,25.0,15.0,8.11,6.0,4.25,2.11
2014-03-19,10,25.0,12.99,8.11,6.0,4.25,2.11
2014-03-19,11,25.0,16.59,10.0,8.11,6.0,2.11
2014-03-19,12,30.6,15.28,8.11,8.0,5.0,2.11
2014-03-19,13,25.0,10.24,8.11,5.36,4.25,2.11
2014-03-19,14,25.0,10.64,8.11,5.54,4.0,2.11
2014-03-19,15,25.0,11.0,8.11,5.0,4.0,2.11
2014-03-19,16,25.0,12.35,8.11,5.0,4.0,2.11
2014-03-19,17,25.0,10.5,8.11,5.0,4.0,2.11
2014-03-19,18,17.0,11.0,8.11,5.0,4.0,2.11
2014-03-19,19,25.0,11.99,8.11,5.0,4.0,2.11
2014-03-19,20,25.0,11.0,8.11,5.0,4.0,2.11
2014-03-19,21,25.0,11.99,8.11,5.0,4.0,2.11
2014-03-19,22,25.0,11.0,8.11,5.0,4.0,2.11
2014-03-19,23,25.0,11.99,8.11,7.0,4.25,2.11
2014-03-20,0,25.0,12.59,8.11,8.0,6.0,2.11
2014-03-20,1,25.0,12.35,8.11,8.0,5.0,2.11
2014-03-20,2,25.0,12.53,8.11,7.0,5.0,2.11
2014-03-20,3,25.0,15.0,8.11,5.0,3.65,2.11
2014-03-20,4,25.0,15.0,8.11,5.0,3.78,2.11
2014-03-20,5,25.0,12.75,8.11,5.93,5.0,2.11
2014-03-20,6,25.0,12.75,8.11,5.0,4.0,2.11
2014-03-20,7,25.0,12.75,8.11,5.0,4.0,2.11
2014-03-20,8,25.0,12.75,8.11,5.66,4.96,2.11
2014-03-20,9,25.0,12.75,8.11,5.03,4.16,2.11
2014-03-20,10,25.0,12.75,8.11,5.0,4.48,2.11
2014-03-20,11,26.35,23.9,12.75,8.11,6.0,2.11
2014-03-20,12,25.2,19.01,12.75,8.11,5.0,2.49
2014-03-20,13,25.0,12.6,8.11,6.28,4.0,2.11
2014-03-20,14,25.0,11.0,7.86,5.0,4.0,2.11
2014-03-20,15,25.0,11.0,8.11,5.0,4.0,2.11
2014-03-20,16,25.0,11.0,8.11,5.0,4.0,2.11
2014-03-20,17,25.0,12.41,8.11,5.0,4.0,2.11
2014-03-20,18,25.0,11.0,7.31,5.0,4.0,2.11
2014-03-20,19,25.0,12.05,8.11,5.0,3.87,2.11
2014-03-20,20,25.0,12.05,8.11,5.0,4.0,2.11
2014-03-20,21,25.0,11.47,8.11,5.0,4.0,2.11
2014-03-20,22,25.0,11.0,8.11,5.0,4.0,2.11
2014-03-20,23,25.0,11.03,9.1,6.0,5.0,2.11
2014-03-21,0,25.0,19.98,12.05,8.11,5.35,2.11
2014-03-21,1,25.0,13.76,9.94,8.0,5.0,2.11
2014-03-21,2,25.0,11.0,8.11,5.57,5.0,2.11
2014-03-21,3,25.0,15.0,8.11,3.92,3.68,2.11
2014-03-21,4,25.0,12.75,8.11,7.39,4.26,3.0
2014-03-21,5,14.74,10.37,8.11,5.0,4.0,2.11
2014-03-21,6,16.41,10.95,8.11,6.0,4.0,2.11
2014-03-21,7,16.7,11.0,8.11,6.0,4.0,2.11
2014-03-21,8,16.62,10.99,8.11,6.98,4.0,2.11
2014-03-21,9,15.0,10.6,8.11,5.0,4.0,2.11
2014-03-21,10,13.68,9.67,8.11,6.0,5.0,2.11
2014-03-21,11,16.54,11.09,9.0,8.11,6.0,3.0
2014-03-21,12,18.66,12.46,8.11,6.0,5.0,3.35
2014-03-21,13,12.46,8.11,8.0,5.0,4.0,2.71
2014-03-21,14,12.14,8.11,6.0,4.31,4.0,2.11
2014-03-21,15,11.97,8.11,5.0,4.0,3.59,2.11
2014-03-21,16,11.79,8.11,5.38,4.41,4.0,2.51
2014-03-21,17,11.79,8.11,6.16,5.0,4.0,3.51
2014-03-21,18,11.0,8.11,5.51,5.0,4.0,3.0
2014-03-21,19,11.42,8.11,5.96,5.0,4.0,2.93
2014-03-21,20,17.0,8.21,8.11,5.0,4.0,2.51
2014-03-21,21,17.0,8.83,8.11,5.0,4.0,2.76
2014-03-21,22,19.43,8.58,8.11,5.0,4.0,2.11
2014-03-21,23,20.7,8.21,8.11,5.57,4.29,2.11
2014-03-22,0,27.24,12.32,8.21,8.11,5.0,2.11
2014-03-22,1,18.38,12.92,8.21,8.0,5.0,2.11
2014-03-22,2,11.79,8.11,5.44,5.0,3.99,2.11
2014-03-22,3,15.0,9.32,8.11,5.0,3.57,2.11
2014-03-22,4,13.96,10.19,8.11,5.0,3.57,2.11
2014-03-22,5,25.0,11.89,9.41,5.0,4.1,2.11
2014-03-22,6,25.0,11.93,8.93,5.0,4.1,2.11
2014-03-22,7,25.0,12.07,8.11,5.0,4.88,2.11
2014-03-22,8,25.0,12.07,8.11,5.57,5.0,2.11
2014-03-22,9,25.0,12.07,10.0,5.0,4.1,2.11
2014-03-22,10,25.0,12.07,8.11,5.0,4.0,2.11
2014-03-22,11,25.0,11.11,8.11,5.0,4.0,2.11
2014-03-22,12,25.0,11.0,8.11,5.0,4.0,2.11
2014-03-22,13,15.46,9.34,7.46,5.0,4.18,3.11
2014-03-22,14,25.0,11.11,8.11,5.0,4.1,3.11
2014-03-22,15,25.0,11.63,8.11,5.0,4.1,3.11
2014-03-22,16,25.0,12.1,8.11,5.0,4.0,3.0
2014-03-22,17,23.0,12.68,8.11,5.0,4.0,3.0
2014-03-22,18,23.0,11.25,8.11,5.0,4.0,2.11
2014-03-22,19,23.0,11.25,8.0,5.0,4.0,2.11
2014-03-22,20,23.0,11.25,8.0,5.0,3.65,2.11
2014-03-22,21,23.0,11.25,8.11,5.0,4.0,2.11
2014-03-22,22,25.0,13.43,8.11,5.39,4.0,2.11
2014-03-22,23,25.0,16.35,11.25,8.11,6.0,3.0
2014-03-23,0,26.3,20.74,11.25,8.0,5.0,3.0
2014-03-23,1,25.0,18.3,11.11,8.0,5.0,3.0
2014-03-23,2,25.0,12.08,10.0,5.36,5.0,2.11
2014-03-23,3,25.0,11.63,8.11,5.0,3.76,2.11
2014-03-23,4,25.0,11.11,8.11,5.25,4.26,2.11
2014-03-23,5,30.04,25.0,11.0,5.0,4.0,2.11
2014-03-23,6,30.63,25.0,11.0,5.0,4.0,2.11
2014-03-23,7,30.76,25.0,11.0,5.0,5.0,2.11
2014-03-23,8,30.79,25.0,11.0,5.35,5.0,2.11
2014-03-23,9,30.31,25.0,11.0,5.0,4.0,2.11
2014-03-23,10,27.73,25.0,8.11,5.0,4.0,1.0
2014-03-23,11,37.54,25.0,8.11,5.0,4.29,2.11
2014-03-23,12,36.0,11.81,8.05,5.0,4.0,2.11
2014-03-23,13,26.72,11.99,7.98,5.0,4.56,3.69
2014-03-23,14,25.0,11.81,8.11,7.6,5.0,3.53
2014-03-23,15,27.13,14.71,10.4,7.99,5.0,3.53
2014-03-23,16,26.93,12.42,9.43,8.0,5.0,3.92
2014-03-23,17,25.73,13.81,10.08,8.0,5.0,3.51
2014-03-23,18,25.0,11.81,8.53,5.0,5.0,3.51
2014-03-23,19,26.03,13.0,9.24,7.3,5.0,3.42
2014-03-23,20,25.0,11.81,8.11,5.0,4.52,3.0
2014-03-23,21,25.0,11.81,8.11,5.29,5.0,3.0
2014-03-23,22,25.29,16.63,11.16,8.11,5.0,3.73
2014-03-23,23,30.28,23.39,11.99,8.11,6.0,3.51
2014-03-24,0,39.19,25.0,15.52,8.11,8.0,3.51
2014-03-24,1,47.29,26.24,20.98,8.11,8.0,3.51
2014-03-24,2,28.22,25.0,12.34,8.11,5.0,3.81
2014-03-24,3,28.46,25.0,12.51,8.11,5.0,3.0
2014-03-24,4,29.22,25.0,11.63,8.11,5.0,2.11
2014-03-24,5,25.0,20.0,10.11,5.0,4.0,1.22
2014-03-24,6,25.0,20.0,10.0,5.0,4.0,1.55
2014-03-24,7,29.69,20.0,10.11,5.0,4.0,2.11
2014-03-24,8,29.8,20.0,10.11,5.11,4.0,2.11
2014-03-24,9,25.0,20.0,10.11,5.0,4.0,2.11
2014-03-24,10,25.0,15.0,10.0,6.0,4.92,3.0
2014-03-24,11,74.88,31.65,25.0,12.51,12.0,3.51
2014-03-24,12,60.6,31.28,25.0,12.51,12.0,3.51
2014-03-24,13,25.38,25.0,18.0,10.11,8.0,3.78
2014-03-24,14,25.0,15.06,12.51,8.11,6.0,3.0
2014-03-24,15,25.0,13.23,12.35,8.11,4.0,3.0
2014-03-24,16,25.0,12.51,10.0,8.11,4.0,3.11
2014-03-24,17,25.0,16.11,10.28,8.11,4.29,3.51
2014-03-24,18,25.0,11.58,8.91,6.11,4.0,3.11
2014-03-24,19,25.0,11.8,8.11,6.11,4.0,3.11
2014-03-24,20,25.0,10.11,7.45,4.52,4.0,2.31
2014-03-24,21,25.0,11.14,7.67,4.57,4.0,2.13
2014-03-24,22,25.0,11.99,8.11,5.67,4.0,2.11
2014-03-24,23,25.0,13.83,10.11,6.0,5.57,2.11
2014-03-25,0,25.0,23.97,20.68,8.11,8.0,3.09
2014-03-25,1,45.2,25.0,19.31,8.11,8.0,2.65
2014-03-25,2,26.7,16.11,10.11,7.95,6.0,2.11
2014-03-25,3,40.0,25.0,12.51,8.11,4.0,2.11
2014-03-25,4,25.0,20.0,12.51,5.0,3.56,1.78
2014-03-25,5,25.0,15.0,8.11,5.0,4.0,2.11
2014-03-25,6,25.0,15.0,9.39,5.0,4.0,2.11
2014-03-25,7,25.0,15.11,8.11,5.0,4.0,2.11
2014-03-25,8,25.0,15.11,8.11,5.0,4.0,2.11
2014-03-25,9,25.0,15.0,8.11,5.0,4.0,2.11
2014-03-25,10,26.85,12.49,8.11,5.71,4.0,2.11
2014-03-25,11,81.14,41.58,15.11,12.0,5.5,2.11
2014-03-25,12,48.3,25.0,12.49,12.0,5.0,2.11
2014-03-25,13,38.43,16.62,10.31,8.0,5.0,2.11
2014-03-25,14,25.0,14.14,8.11,6.0,5.0,2.11
2014-03-25,15,25.0,15.08,8.11,5.0,4.0,2.11
2014-03-25,16,25.0,12.75,8.11,5.0,4.0,2.11
2014-03-25,17,25.0,12.75,8.11,5.0,4.0,2.11
2014-03-25,18,25.0,12.58,6.89,4.8,4.0,2.11
2014-03-25,19,25.0,12.58,5.5,4.34,4.0,2.11
2014-03-25,20,25.0,10.91,5.5,4.0,3.75,2.11
2014-03-25,21,25.0,10.91,5.5,4.0,3.74,2.11
2014-03-25,22,25.0,12.41,5.5,4.0,3.43,1.77
2014-03-25,23,25.0,12.41,6.0,5.6,4.19,2.11
2014-03-26,0,25.0,17.9,12.41,8.0,5.5,2.11
2014-03-26,1,39.69,25.0,12.58,8.0,5.0,2.11
2014-03-26,2,25.0,12.75,7.94,6.0,5.0,2.11
2014-03-26,3,30.3,16.71,8.11,5.5,4.0,1.0
2014-03-26,4,25.0,15.11,8.11,5.5,3.86,2.11
2014-03-26,5,25.0,15.11,12.0,8.58,5.01,2.11
2014-03-26,6,25.47,15.11,12.0,9.3,5.01,3.0
2014-03-26,7,26.72,15.72,12.0,8.91,5.16,3.0
2014-03-26,8,26.78,15.78,12.0,9.01,5.84,3.0
2014-03-26,9,25.24,20.0,12.48,10.04,5.01,3.0
2014-03-26,10,37.0,21.91,9.91,8.0,5.01,2.21
2014-03-26,11,71.26,40.04,25.0,12.0,8.11,3.47
2014-03-26,12,28.89,16.2,12.48,8.11,5.01,3.0
2014-03-26,13,25.0,20.1,8.11,6.0,5.0,2.11
2014-03-26,14,25.0,12.75,8.11,6.0,5.0,2.11
2014-03-26,15,25.0,12.46,6.0,5.01,4.27,2.11
2014-03-26,16,25.0,9.04,8.11,6.0,5.0,2.11
2014-03-26,17,25.0,9.61,8.11,6.0,5.01,3.0
2014-03-26,18,25.0,8.11,6.0,5.01,4.51,2.11
2014-03-26,19,25.0,8.11,6.0,5.01,4.65,2.11
2014-03-26,20,25.0,8.11,6.0,5.01,3.89,3.0
2014-03-26,21,25.0,8.11,6.0,5.01,4.32,2.11
2014-03-26,22,25.0,8.11,6.0,5.01,3.89,2.11
2014-03-26,23,25.0,8.11,6.0,5.01,4.25,2.11
2014-03-27,0,25.0,12.99,8.11,8.0,5.01,2.67
2014-03-27,1,25.0,12.23,8.11,8.0,5.0,3.0
2014-03-27,2,25.0,10.0,8.11,6.0,5.0,2.11
2014-03-27,3,25.0,15.0,8.11,5.01,5.0,2.11
2014-03-27,4,25.0,14.95,8.11,5.01,5.0,2.11
2014-03-27,5,25.0,15.0,12.0,8.11,4.31,2.11
2014-03-27,6,25.0,15.11,12.0,8.11,4.2,2.11
2014-03-27,7,25.0,15.11,12.0,8.11,4.41,2.11
2014-03-27,8,25.0,15.11,12.0,8.11,3.75,2.11
2014-03-27,9,25.0,15.11,12.0,8.11,3.77,2.11
2014-03-27,10,25.0,15.0,9.63,8.0,4.99,2.11
2014-03-27,11,61.16,25.0,14.35,12.0,4.0,2.11
2014-03-27,12,25.0,14.8,12.0,8.11,4.0,2.11
2014-03-27,13,25.0,10.77,8.0,4.52,4.0,2.0
2014-03-27,14,25.0,9.07,6.0,5.0,4.0,2.0
2014-03-27,15,25.0,8.11,6.0,4.31,4.0,2.0
2014-03-27,16,25.0,8.11,6.0,5.43,4.0,2.11
2014-03-27,17,25.0,9.7,6.0,5.0,4.0,2.11
2014-03-27,18,25.0,9.7,6.0,5.0,4.0,2.0
2014-03-27,19,25.0,11.14,6.0,5.0,4.0,2.11
2014-03-27,20,25.0,11.33,6.9,5.0,4.0,2.11
2014-03-27,21,25.0,11.33,8.11,6.0,4.0,2.11
2014-03-27,22,25.0,13.5,8.59,6.0,4.0,2.11
2014-03-27,23,25.0,16.13,8.11,6.0,4.0,2.47
2014-03-28,0,41.1,19.76,12.0,8.11,5.0,2.28
2014-03-28,1,26.9,15.11,10.0,8.0,4.0,2.4
2014-03-28,2,25.0,12.11,8.11,6.0,4.0,2.11
2014-03-28,3,40.0,15.11,8.11,5.0,3.09,1.0
2014-03-28,4,25.06,15.11,8.11,5.0,3.4,1.0
2014-03-28,5,25.0,13.35,8.11,5.0,5.0,2.11
2014-03-28,6,25.0,15.0,8.11,8.0,5.0,2.11
2014-03-28,7,25.0,15.92,8.11,8.0,5.0,2.11
2014-03-28,8,25.0,15.9,8.51,8.11,5.0,2.11
2014-03-28,9,25.0,15.0,8.11,8.0,5.0,2.11
2014-03-28,10,25.0,15.0,8.43,8.11,6.0,2.11
2014-03-28,11,300.0,59.56,25.0,11.92,8.11,2.11
2014-03-28,12,108.45,25.0,12.7,8.11,6.0,2.11
2014-03-28,13,107.0,25.0,8.11,6.0,5.66,2.11
2014-03-28,14,108.01,25.0,10.29,8.11,6.0,2.11
2014-03-28,15,109.6,19.5,13.1,8.11,6.0,2.11
2014-03-28,16,108.98,23.39,11.49,8.11,6.0,2.11
2014-03-28,17,70.0,14.66,11.3,8.11,6.0,2.11
2014-03-28,18,70.0,23.52,8.11,6.14,5.84,2.11
2014-03-28,19,73.0,24.81,11.3,8.11,6.0,2.11
2014-03-28,20,73.0,25.0,12.0,10.0,8.11,2.11
2014-03-28,21,73.0,25.0,14.0,12.0,8.11,2.94
2014-03-28,22,73.0,24.81,12.28,8.11,8.0,2.11
2014-03-28,23,120.0,25.0,15.38,8.11,8.0,2.11
2014-03-29,0,120.0,25.0,15.68,8.11,8.0,2.11
2014-03-29,1,116.94,24.03,12.65,8.11,8.0,2.11
2014-03-29,2,106.36,15.0,8.11,8.05,6.0,2.11
2014-03-29,3,25.0,11.86,8.11,5.0,4.0,2.11
2014-03-29,4,25.0,11.68,8.11,5.0,4.0,2.11
2014-03-29,5,29.0,16.0,11.81,8.11,6.0,1.0
2014-03-29,6,33.55,20.0,11.99,8.11,5.0,3.0
2014-03-29,7,33.76,20.0,12.11,8.11,5.0,2.11
2014-03-29,8,33.7,20.0,12.11,8.11,5.0,2.36
2014-03-29,9,50.0,20.0,12.11,8.11,5.0,2.11
2014-03-29,10,50.0,20.0,12.11,7.13,3.58,1.0
2014-03-29,11,200.0,25.0,15.78,9.14,5.0,1.0
2014-03-29,12,100.75,25.0,12.11,6.0,4.0,1.0
2014-03-29,13,90.0,22.46,10.46,7.7,4.0,2.11
2014-03-29,14,109.37,22.18,10.69,8.11,4.0,2.11
2014-03-29,15,85.0,25.0,12.31,8.11,4.0,2.67
2014-03-29,16,98.0,16.32,12.12,6.95,5.0,2.11
2014-03-29,17,98.0,21.72,12.12,6.78,5.0,2.11
2014-03-29,18,98.0,25.0,11.94,6.0,5.08,2.11
2014-03-29,19,98.0,25.0,11.94,6.0,5.16,2.11
2014-03-29,20,98.0,25.0,11.74,6.0,5.0,2.11
2014-03-29,21,98.0,25.0,11.74,7.08,6.0,2.11
2014-03-29,22,98.0,25.0,12.11,8.81,6.0,2.11
2014-03-29,23,114.65,25.0,12.11,8.11,6.0,2.11
2014-03-30,0,120.08,25.0,18.42,10.0,8.0,2.11
2014-03-30,1,75.0,21.83,13.92,8.11,6.0,2.11
2014-03-30,2,75.0,16.0,12.11,6.0,5.0,2.11
2014-03-30,3,25.0,12.39,8.11,5.0,4.46,1.0
2014-03-30,4,25.0,13.76,9.07,5.0,5.0,1.0
2014-03-30,5,50.0,25.0,12.11,8.11,5.0,2.11
2014-03-30,6,53.0,25.0,12.11,8.11,5.0,3.11
2014-03-30,7,53.0,25.0,12.11,8.11,5.01,3.11
2014-03-30,8,53.0,25.0,12.11,8.11,5.01,3.11
2014-03-30,9,53.0,25.0,12.11,8.11,5.01,3.11
2014-03-30,10,62.0,25.0,12.85,8.11,3.21,1.0
2014-03-30,11,200.0,70.0,16.0,8.11,5.0,2.0
2014-03-30,12,100.0,25.0,12.11,5.98,4.0,2.11
2014-03-30,13,103.26,25.0,12.11,7.02,4.0,2.11
2014-03-30,14,105.93,25.0,12.11,8.11,4.21,2.11
2014-03-30,15,106.66,25.0,12.11,8.11,4.0,2.11
2014-03-30,16,106.37,25.0,12.12,8.11,5.01,2.11
2014-03-30,17,106.76,25.0,12.11,8.11,5.01,2.11
2014-03-30,18,98.0,25.0,12.11,8.11,5.01,2.11
2014-03-30,19,83.0,20.84,12.11,8.11,5.64,2.11
2014-03-30,20,83.0,22.49,12.11,8.11,5.36,2.11
2014-03-30,21,83.0,25.0,16.0,8.11,6.0,3.0
2014-03-30,22,103.0,25.0,16.84,11.74,6.0,2.11
2014-03-30,23,120.0,25.0,16.0,11.74,6.0,2.11
2014-03-31,0,120.0,25.0,13.07,10.0,8.0,2.87
2014-03-31,1,120.0,25.0,17.83,10.0,8.0,2.42
2014-03-31,2,120.0,25.0,12.62,8.11,6.0,2.11
2014-03-31,3,25.0,13.02,12.11,5.01,5.0,2.11
2014-03-31,4,25.0,12.49,11.7,5.01,5.0,2.11
2014-03-31,5,25.0,15.0,9.0,8.11,5.0,2.11
2014-03-31,6,25.0,15.0,8.11,5.01,5.0,2.11
2014-03-31,7,25.0,15.0,8.11,5.37,5.0,2.36
2014-03-31,8,25.0,15.0,8.11,6.06,5.0,2.54
2014-03-31,9,25.0,15.0,8.11,5.01,5.0,2.11
2014-03-31,10,25.0,15.11,8.11,6.0,3.86,1.0
2014-03-31,11,300.0,25.03,20.0,12.68,6.0,2.11
2014-03-31,12,105.0,25.0,12.5,6.0,5.01,2.11
2014-03-31,13,115.0,25.0,12.5,7.29,6.0,2.11
2014-03-31,14,104.3,25.0,12.31,6.0,5.01,2.11
2014-03-31,15,106.82,25.0,12.12,6.0,5.28,2.11
2014-03-31,16,107.53,25.0,10.4,6.69,6.0,2.11
2014-03-31,17,107.87,25.0,11.74,8.11,6.0,2.11
2014-03-31,18,108.36,25.0,11.74,8.11,6.0,2.11
2014-03-31,19,83.0,25.0,11.55,8.11,6.14,2.11
2014-03-31,20,113.35,25.0,14.45,9.31,8.0,2.11
2014-03-31,21,118.33,25.0,15.11,11.14,8.0,2.11
2014-03-31,22,114.96,25.0,15.44,11.55,8.0,2.11
2014-03-31,23,120.0,25.0,14.5,10.0,8.11,2.11
2014-04-01,0,120.0,25.0,17.24,10.0,8.11,2.11
2014-04-01,1,117.8,25.0,15.26,10.0,8.11,2.11
2014-04-01,2,106.9,25.0,10.77,8.11,6.0,2.11
2014-04-01,3,40.0,15.11,8.11,5.7,5.0,1.55
2014-04-01,4,40.0,15.11,8.11,5.01,4.0,1.0
2014-04-01,5,30.0,15.06,11.85,8.11,5.0,2.11
2014-04-01,6,28.0,16.15,8.11,5.0,5.0,2.11
2014-04-01,7,28.0,17.2,8.11,6.37,5.0,2.24
2014-04-01,8,28.0,17.69,9.35,7.11,5.0,2.56
2014-04-01,9,28.0,17.59,8.11,5.24,5.0,2.11
2014-04-01,10,30.0,14.98,9.42,5.0,4.0,1.0
2014-04-01,11,54.91,25.0,12.68,8.11,6.0,2.11
2014-04-01,12,27.72,15.0,8.11,6.0,4.82,2.0
2014-04-01,13,26.79,23.0,8.11,6.0,5.0,1.0
2014-04-01,14,25.0,15.0,8.11,6.0,5.0,1.0
2014-04-01,15,35.0,12.92,8.11,6.0,5.0,1.0
2014-04-01,16,35.0,12.92,8.11,6.0,5.0,1.3
2014-04-01,17,35.0,15.2,8.11,6.89,6.0,2.11
2014-04-01,18,35.0,16.5,9.98,8.11,6.0,2.11
2014-04-01,19,35.0,25.0,18.39,10.31,8.0,2.11
2014-04-01,20,43.0,25.0,17.6,8.11,8.0,2.11
2014-04-01,21,64.37,25.0,21.1,8.11,8.0,2.11
2014-04-01,22,48.0,25.0,18.02,12.92,8.0,2.11
2014-04-01,23,67.68,25.0,13.35,9.23,8.0,2.11
2014-04-02,0,71.62,25.0,21.74,10.0,8.0,2.11
2014-04-02,1,70.0,27.64,21.53,10.0,8.11,2.11
2014-04-02,2,34.52,19.2,12.39,8.11,6.0,2.11
2014-04-02,3,55.0,15.0,9.5,8.11,4.37,2.11
2014-04-02,4,30.0,12.2,8.11,5.0,4.0,1.0
2014-04-02,5,30.0,11.95,8.45,5.0,5.0,2.11
2014-04-02,6,28.05,12.14,8.45,5.0,5.0,3.43
2014-04-02,7,29.33,12.14,8.45,5.26,5.0,3.57
2014-04-02,8,29.99,12.14,8.45,5.99,5.0,3.57
2014-04-02,9,29.91,12.14,8.45,5.0,5.0,3.15
2014-04-02,10,27.24,10.7,8.45,8.1,5.0,1.0
2014-04-02,11,51.5,19.7,12.14,8.45,6.0,2.11
2014-04-02,12,30.88,12.14,8.38,7.06,6.0,2.11
2014-04-02,13,33.71,10.0,8.11,6.0,5.88,2.11
2014-04-02,14,31.19,11.47,8.11,6.43,6.0,3.0
2014-04-02,15,28.11,11.47,8.44,8.11,6.0,3.0
2014-04-02,16,31.56,13.9,9.23,8.11,6.0,3.31
2014-04-02,17,60.74,18.56,12.42,8.25,6.0,3.43
2014-04-02,18,35.48,24.44,14.16,8.25,6.0,3.5
2014-04-02,19,67.25,29.82,17.95,8.25,8.0,3.5
2014-04-02,20,74.6,32.62,17.96,8.25,8.0,3.0
2014-04-02,21,78.23,41.83,27.06,10.88,8.11,3.0
2014-04-02,22,74.5,26.75,11.45,8.25,8.0,2.44
2014-04-02,23,75.0,27.19,10.88,8.25,8.0,2.11
2014-04-03,0,59.3,35.81,17.96,8.25,8.0,2.11
2014-04-03,1,75.0,45.85,19.46,8.25,8.0,2.27
2014-04-03,2,33.03,21.8,11.28,8.25,6.0,2.11
2014-04-03,3,54.12,15.0,8.25,5.0,4.0,1.27
