date,hr_beg,90th Pctl Bid_REGUP,80th Pctl Bid_REGUP,70th Pctl Bid_REGUP,60th Pctl Bid_REGUP,50th Pctl Bid_REGUP,30th Pctl Bid_REGUP
2014-01-18,13,12.92,8.5,5.0,4.06,4.06,2.11
2014-01-18,14,12.92,8.5,8.11,6.0,4.19,2.11
2014-01-18,15,12.33,8.3,8.0,5.0,3.88,2.0
2014-01-18,16,11.0,8.11,5.63,3.58,3.25,2.0
2014-01-18,17,11.0,8.11,3.93,3.93,3.0,1.0
2014-01-18,18,11.43,8.11,3.84,3.84,3.0,1.0
2014-01-18,19,11.0,8.11,3.4,3.4,3.0,1.0
2014-01-18,20,11.75,8.11,4.01,4.01,3.0,1.0
2014-01-18,21,11.93,8.11,3.79,3.79,3.0,1.0
2014-01-18,22,11.81,8.11,4.54,3.58,3.58,1.0
2014-01-18,23,8.3,8.11,6.0,4.0,4.0,1.0
2014-01-19,0,11.0,8.11,6.07,5.0,3.45,2.11
2014-01-19,1,10.2,8.11,5.0,3.45,3.25,1.0
2014-01-19,2,8.3,8.11,4.0,3.45,3.25,1.0
2014-01-19,3,10.0,8.11,4.0,3.45,3.25,1.0
2014-01-19,4,12.19,8.11,4.0,3.4,3.0,1.0
2014-01-19,5,12.62,8.3,5.0,3.45,3.0,1.0
2014-01-19,6,13.89,8.3,8.11,3.89,3.4,1.91
2014-01-19,7,14.26,10.0,8.11,5.0,3.89,2.76
2014-01-19,8,15.0,10.0,8.11,5.0,4.0,3.0
2014-01-19,9,14.97,10.0,8.11,5.0,4.0,3.0
2014-01-19,10,14.98,10.0,8.3,6.55,5.0,3.0
2014-01-19,11,12.62,8.3,7.61,3.89,3.4,2.11
2014-01-19,12,13.9,8.3,5.0,4.0,4.0,1.33
2014-01-19,13,14.6,8.3,7.5,4.06,4.06,2.11
2014-01-19,14,11.63,8.52,8.11,6.0,4.19,2.11
2014-01-19,15,11.88,8.3,7.81,6.0,3.88,2.11
2014-01-19,16,11.0,8.11,6.62,3.58,3.58,2.11
2014-01-19,17,11.0,8.11,3.99,3.93,3.0,2.0
2014-01-19,18,11.08,8.11,3.84,3.84,3.0,1.57
2014-01-19,19,11.0,8.11,3.4,3.4,2.19,1.43
2014-01-19,20,11.0,8.11,5.0,4.01,3.0,1.62
2014-01-19,21,11.0,8.11,3.79,3.79,3.0,1.97
2014-01-19,22,11.0,8.11,5.0,3.58,3.58,2.0
2014-01-19,23,9.81,8.11,6.0,4.0,4.0,2.0
2014-01-20,0,12.27,10.92,8.11,6.0,3.45,2.11
2014-01-20,1,11.97,8.3,5.56,3.76,3.45,2.11
2014-01-20,2,12.3,8.11,5.0,3.45,3.45,2.11
2014-01-20,3,11.0,8.3,8.11,4.0,3.45,2.11
2014-01-20,4,12.62,8.3,8.03,4.06,3.0,2.11
2014-01-20,5,12.62,8.3,8.11,3.45,3.0,2.11
2014-01-20,6,15.0,10.94,8.11,4.0,3.4,2.11
2014-01-20,7,15.0,11.0,8.11,4.0,3.4,2.11
2014-01-20,8,15.0,11.0,8.11,4.36,3.4,2.11
2014-01-20,9,15.0,11.0,8.11,4.0,3.4,2.11
2014-01-20,10,15.0,10.96,8.11,3.99,3.4,2.11
2014-01-20,11,12.6,8.47,8.11,5.0,3.4,2.11
2014-01-20,12,29.36,25.28,8.11,6.0,4.0,2.11
2014-01-20,13,18.25,8.6,8.11,5.0,4.06,2.11
2014-01-20,14,12.6,8.11,5.0,4.19,4.19,2.11
2014-01-20,15,11.0,8.11,5.0,3.88,3.88,2.0
2014-01-20,16,11.0,8.11,5.0,3.58,3.25,2.0
2014-01-20,17,11.0,8.11,5.4,3.93,3.25,2.0
2014-01-20,18,11.73,8.11,4.22,3.84,3.25,2.0
2014-01-20,19,11.73,8.11,3.99,3.4,3.25,2.0
2014-01-20,20,11.54,8.11,5.0,4.01,3.25,1.87
2014-01-20,21,11.54,8.11,5.0,3.79,3.25,1.99
2014-01-20,22,11.73,8.11,5.0,3.58,3.58,2.11
2014-01-20,23,11.0,8.11,7.0,6.0,4.0,2.11
2014-01-21,0,14.7,8.32,8.11,6.0,3.45,2.11
2014-01-21,1,12.1,8.3,6.0,4.0,3.45,2.11
2014-01-21,2,12.34,8.3,5.0,3.45,3.45,2.11
2014-01-21,3,10.85,8.11,6.81,3.45,3.45,2.11
2014-01-21,4,12.62,8.3,8.11,3.45,3.25,1.51
2014-01-21,5,12.62,8.3,5.95,3.45,3.25,2.11
2014-01-21,6,16.56,11.0,8.11,4.0,3.4,2.11
2014-01-21,7,16.85,11.0,10.0,8.11,4.0,3.0
2014-01-21,8,17.66,11.78,10.0,8.11,3.89,3.0
2014-01-21,9,17.08,11.64,10.0,8.11,3.91,3.0
2014-01-21,10,17.09,11.09,10.0,8.11,3.89,3.0
2014-01-21,11,12.6,10.0,8.11,5.0,3.89,2.27
2014-01-21,12,28.38,12.6,8.29,6.0,4.0,2.11
2014-01-21,13,18.94,12.6,8.11,6.0,4.06,2.11
2014-01-21,14,14.23,8.29,7.5,4.19,4.19,2.11
2014-01-21,15,12.78,8.11,5.0,4.0,3.88,2.11
2014-01-21,16,12.78,8.11,5.0,3.58,3.0,2.0
2014-01-21,17,11.34,8.11,5.0,3.93,3.0,2.0
2014-01-21,18,11.02,8.11,5.0,3.84,3.0,2.0
2014-01-21,19,11.0,8.11,5.0,3.4,3.0,1.71
2014-01-21,20,11.0,8.11,5.0,4.01,3.0,1.61
2014-01-21,21,11.0,8.11,4.5,3.79,3.0,1.88
2014-01-21,22,11.0,8.11,4.4,3.58,3.53,2.11
2014-01-21,23,11.79,8.11,6.0,5.0,4.0,2.11
2014-01-22,0,12.78,8.3,8.11,6.0,3.45,2.11
2014-01-22,1,12.62,8.11,6.62,3.45,3.45,2.11
2014-01-22,2,11.05,8.11,5.0,3.91,3.45,2.11
2014-01-22,3,11.7,8.3,5.0,3.45,3.45,2.11
2014-01-22,4,12.62,8.3,6.72,3.45,3.0,2.11
2014-01-22,5,13.43,8.3,8.11,3.45,3.0,2.11
2014-01-22,6,14.96,10.0,8.11,5.0,3.57,3.0
2014-01-22,7,15.0,9.67,8.11,5.0,4.1,3.0
2014-01-22,8,15.38,9.82,8.11,5.0,5.0,3.4
2014-01-22,9,15.02,10.0,8.11,5.0,5.0,3.4
2014-01-22,10,14.61,9.05,8.11,5.0,4.0,3.0
2014-01-22,11,12.43,9.1,8.11,7.11,4.0,2.08
2014-01-22,12,29.52,20.18,10.0,8.11,4.11,2.11
2014-01-22,13,25.27,12.6,8.29,8.0,4.17,2.11
2014-01-22,14,14.34,12.25,8.11,6.0,4.3,2.11
2014-01-22,15,12.62,8.3,7.68,4.0,3.99,2.11
2014-01-22,16,11.29,8.11,5.0,3.69,3.69,2.11
2014-01-22,17,8.3,5.0,4.04,4.04,3.0,1.0
2014-01-22,18,8.3,8.11,3.95,3.95,3.0,1.0
2014-01-22,19,8.3,8.11,3.51,3.0,2.7,1.51
2014-01-22,20,9.66,8.11,4.12,4.12,2.58,1.0
2014-01-22,21,9.88,8.11,3.9,3.9,2.63,1.0
2014-01-22,22,10.0,8.11,4.05,3.69,3.0,1.0
2014-01-22,23,11.38,9.08,8.11,5.0,4.11,1.72
2014-01-23,0,17.29,12.27,10.0,8.11,3.56,2.11
2014-01-23,1,12.62,8.11,6.0,5.19,3.56,2.11
2014-01-23,2,11.8,8.11,5.78,3.56,3.56,2.0
2014-01-23,3,10.0,8.11,5.0,4.0,3.56,2.11
2014-01-23,4,12.62,8.3,7.14,4.0,3.56,1.0
2014-01-23,5,12.62,8.3,5.57,4.0,3.56,1.0
2014-01-23,6,50.0,20.0,15.0,9.37,5.0,3.76
2014-01-23,7,25.0,18.89,13.01,8.11,4.1,3.0
2014-01-23,8,25.0,20.0,13.01,8.11,4.3,3.0
2014-01-23,9,20.0,13.01,10.0,8.11,4.3,3.0
2014-01-23,10,20.0,13.01,8.11,5.0,3.89,2.11
2014-01-23,11,20.0,11.83,8.11,5.1,3.76,2.35
2014-01-23,12,44.28,20.0,8.11,6.0,5.0,3.0
2014-01-23,13,36.4,13.01,8.11,6.0,4.42,2.11
2014-01-23,14,16.24,10.03,8.11,5.0,4.55,2.11
2014-01-23,15,14.99,10.06,8.11,5.0,4.24,2.11
2014-01-23,16,12.62,8.11,5.0,3.94,3.0,2.0
2014-01-23,17,13.8,8.9,5.0,4.29,3.42,1.99
2014-01-23,18,12.45,8.11,5.0,4.2,3.0,1.0
2014-01-23,19,12.62,8.11,4.0,3.76,3.0,1.2
2014-01-23,20,12.62,8.11,4.37,4.37,3.0,1.0
2014-01-23,21,12.62,8.11,4.15,4.15,3.0,1.0
2014-01-23,22,14.1,8.11,5.0,3.94,3.94,1.0
2014-01-23,23,20.0,10.04,8.0,6.56,4.36,2.11
2014-01-24,0,20.62,16.91,12.0,8.11,3.81,2.11
2014-01-24,1,20.0,12.62,8.11,6.0,3.81,2.11
2014-01-24,2,13.78,8.78,6.75,5.0,3.81,2.11
2014-01-24,3,12.62,8.11,5.0,3.81,3.09,2.11
2014-01-24,4,12.62,8.11,4.94,3.81,3.0,1.0
2014-01-24,5,12.62,8.11,3.81,3.15,3.0,1.0
2014-01-24,6,14.51,8.11,4.73,4.28,3.89,1.0
2014-01-24,7,14.23,8.11,4.96,4.28,3.89,1.0
2014-01-24,8,14.23,8.11,5.0,4.28,3.89,1.0
2014-01-24,9,15.0,8.11,6.75,4.73,3.89,2.11
2014-01-24,10,17.6,14.23,8.11,5.0,3.89,1.0
2014-01-24,11,40.38,26.25,14.23,7.54,4.0,1.0
2014-01-24,12,156.24,54.68,15.96,15.0,8.11,1.0
2014-01-24,13,103.97,51.0,17.8,12.0,8.0,1.0
2014-01-24,14,47.36,27.0,14.04,8.11,5.0,1.0
2014-01-24,15,41.47,25.0,8.11,4.0,3.0,1.0
2014-01-24,16,34.07,15.0,8.11,5.0,3.0,1.0
2014-01-24,17,20.0,12.62,8.11,5.0,2.11,1.0
2014-01-24,18,15.0,8.11,5.0,3.5,2.18,1.0
2014-01-24,19,14.0,8.11,4.28,3.5,2.11,1.0
2014-01-24,20,12.24,7.0,5.0,4.0,2.11,1.0
2014-01-24,21,9.87,6.75,4.67,3.5,2.12,1.0
2014-01-24,22,12.62,7.68,4.46,4.0,3.0,1.0
2014-01-24,23,17.73,10.0,8.11,5.0,4.88,2.0
2014-01-25,0,43.14,12.62,8.11,5.0,4.33,2.11
2014-01-25,1,40.0,8.11,8.0,5.0,4.33,2.11
2014-01-25,2,27.66,8.11,6.0,4.33,4.33,2.11
2014-01-25,3,18.07,8.11,6.6,4.33,3.73,2.11
2014-01-25,4,10.0,5.59,4.33,4.12,3.0,2.11
2014-01-25,5,12.62,7.47,4.33,4.33,3.5,1.0
2014-01-25,6,16.55,8.11,7.5,3.65,3.0,2.11
2014-01-25,7,16.55,8.11,6.65,5.0,3.4,2.11
2014-01-25,8,16.55,8.11,5.6,5.0,3.47,2.11
2014-01-25,9,16.55,8.11,7.1,5.0,3.42,2.11
2014-01-25,10,15.89,8.11,5.98,5.0,4.09,3.0
2014-01-25,11,15.0,8.11,6.41,3.4,3.4,2.11
2014-01-25,12,31.35,16.83,8.11,5.0,4.0,2.0
2014-01-25,13,32.97,16.55,8.11,5.0,4.06,2.11
2014-01-25,14,30.79,14.31,8.11,5.0,4.19,2.11
2014-01-25,15,22.13,12.62,8.0,5.0,3.88,2.11
2014-01-25,16,15.35,10.99,7.5,5.0,3.58,2.11
2014-01-25,17,10.1,8.11,5.0,3.93,3.93,2.0
2014-01-25,18,12.62,8.11,5.0,3.84,3.0,2.0
2014-01-25,19,10.88,8.11,5.0,3.4,3.0,1.0
2014-01-25,20,12.12,8.11,4.01,4.01,2.35,1.0
2014-01-25,21,12.27,7.94,3.9,3.79,2.83,1.0
2014-01-25,22,12.0,8.11,5.0,3.58,3.0,1.0
2014-01-25,23,11.89,8.18,8.0,5.0,4.0,2.11
2014-01-26,0,25.59,18.0,12.0,5.0,3.45,2.11
2014-01-26,1,16.15,11.99,8.11,5.0,3.45,2.11
2014-01-26,2,12.62,8.11,6.0,5.0,3.45,2.11
2014-01-26,3,10.0,8.11,5.0,3.45,3.45,2.11
2014-01-26,4,11.25,8.11,6.22,4.68,3.45,1.74
2014-01-26,5,12.62,8.11,5.0,3.45,3.0,1.0
2014-01-26,6,27.27,14.4,6.95,3.89,3.56,2.11
2014-01-26,7,27.48,14.4,8.11,5.0,3.86,2.11
2014-01-26,8,27.5,14.21,8.11,5.0,3.9,2.11
2014-01-26,9,27.22,15.0,8.11,5.0,3.89,2.11
2014-01-26,10,26.34,15.0,8.11,5.0,3.86,2.11
2014-01-26,11,33.64,15.0,8.11,5.0,3.86,2.11
2014-01-26,12,64.98,14.21,7.14,4.46,4.46,1.59
2014-01-26,13,67.85,14.4,8.0,4.6,4.52,2.11
2014-01-26,14,45.24,14.4,8.11,6.0,4.65,2.11
2014-01-26,15,33.91,8.11,6.0,4.34,4.34,2.11
2014-01-26,16,22.0,8.11,4.86,4.04,3.0,1.0
2014-01-26,17,15.0,8.11,4.39,4.39,3.0,1.0
2014-01-26,18,15.0,8.11,4.3,4.3,3.0,1.0
2014-01-26,19,26.14,8.11,3.86,3.86,3.0,1.62
2014-01-26,20,26.52,8.11,4.47,4.47,3.0,1.0
2014-01-26,21,26.94,8.11,4.25,4.25,3.0,1.0
2014-01-26,22,26.68,8.11,5.0,4.04,4.0,1.0
2014-01-26,23,15.0,8.11,6.0,4.46,4.46,2.11
2014-01-27,0,16.19,11.92,8.11,5.0,3.91,2.11
2014-01-27,1,14.81,8.11,5.0,3.91,3.91,2.11
2014-01-27,2,15.0,8.11,4.0,3.91,3.0,1.0
2014-01-27,3,21.99,8.11,5.0,3.91,3.91,1.0
2014-01-27,4,25.59,10.0,6.41,3.91,3.0,1.0
2014-01-27,5,26.62,10.0,5.0,3.91,3.0,1.0
2014-01-27,6,14.33,8.11,4.0,3.86,3.5,1.0
2014-01-27,7,14.33,8.11,5.0,4.0,3.86,1.58
2014-01-27,8,14.33,8.11,5.0,4.1,3.86,1.35
2014-01-27,9,14.33,8.11,5.0,4.1,3.86,1.3
2014-01-27,10,14.13,8.11,5.0,4.0,3.86,2.11
2014-01-27,11,14.13,8.11,6.62,3.96,3.86,1.0
2014-01-27,12,36.59,10.0,6.0,4.46,4.46,2.0
2014-01-27,13,34.94,12.7,6.0,4.52,4.52,2.11
2014-01-27,14,18.14,8.11,5.0,4.65,4.0,2.11
2014-01-27,15,14.47,8.11,5.0,4.34,4.0,2.11
2014-01-27,16,10.72,8.11,5.0,4.04,3.5,2.0
2014-01-27,17,8.11,5.0,4.39,4.32,3.3,2.0
2014-01-27,18,8.11,5.0,4.3,4.0,2.43,1.98
2014-01-27,19,8.11,5.0,3.86,3.5,2.11,1.73
2014-01-27,20,8.11,5.0,4.47,3.08,2.43,1.06
2014-01-27,21,8.11,5.0,4.25,4.03,2.43,1.0
2014-01-27,22,8.15,5.18,4.2,4.04,4.0,1.0
2014-01-27,23,13.8,8.11,6.0,4.46,4.46,1.93
2014-01-28,0,36.0,12.62,8.0,3.91,3.91,1.8
2014-01-28,1,20.0,8.11,6.0,3.91,3.91,2.0
2014-01-28,2,17.4,8.11,5.0,3.91,3.91,2.0
2014-01-28,3,11.11,8.11,5.98,3.91,3.91,2.11
2014-01-28,4,8.65,7.24,5.0,3.91,3.5,2.11
2014-01-28,5,10.0,6.47,3.99,3.85,3.0,1.0
2014-01-28,6,23.0,8.51,7.22,7.22,4.41,2.11
2014-01-28,7,20.0,8.11,5.5,5.0,4.52,2.11
2014-01-28,8,25.0,8.11,5.5,5.0,4.78,2.11
2014-01-28,9,25.0,8.71,5.5,5.44,5.0,2.11
2014-01-28,10,25.0,10.0,5.5,5.39,5.0,2.11
2014-01-28,11,36.27,25.0,14.33,8.11,5.22,2.11
2014-01-28,12,99.45,56.1,25.0,15.0,8.11,2.11
2014-01-28,13,96.29,44.93,25.0,8.11,8.0,2.11
2014-01-28,14,46.52,33.5,14.52,8.11,4.37,2.11
2014-01-28,15,25.58,19.67,8.11,4.83,4.37,2.11
2014-01-28,16,25.0,13.24,8.11,5.0,4.33,2.11
2014-01-28,17,20.37,9.67,7.42,4.37,3.0,1.98
2014-01-28,18,16.34,8.24,5.0,4.37,3.0,1.0
2014-01-28,19,14.63,8.11,5.0,4.37,3.0,1.0
2014-01-28,20,12.62,8.11,5.0,4.37,3.0,1.89
2014-01-28,21,12.62,8.11,5.0,4.37,3.0,1.0
2014-01-28,22,25.0,12.62,8.11,4.37,4.37,2.0
2014-01-28,23,35.92,15.0,10.0,6.96,4.37,2.07
2014-01-29,0,40.15,25.0,20.99,12.62,8.11,2.0
2014-01-29,1,38.84,25.0,12.62,8.11,8.0,2.0
2014-01-29,2,25.0,12.62,8.11,6.0,5.0,1.07
2014-01-29,3,12.79,10.0,8.11,3.5,3.0,1.0
2014-01-29,4,15.0,8.11,5.93,4.48,3.45,1.0
2014-01-29,5,14.72,8.11,5.0,4.43,3.8,1.0
2014-01-29,6,20.0,9.78,7.83,4.09,4.09,1.0
2014-01-29,7,20.0,9.79,5.0,3.97,3.97,2.11
2014-01-29,8,20.0,9.71,5.44,3.96,3.96,2.11
2014-01-29,9,20.0,10.0,8.11,4.0,4.0,1.29
2014-01-29,10,20.0,9.98,8.11,4.75,4.3,2.11
2014-01-29,11,41.25,20.0,15.41,8.11,4.0,2.11
2014-01-29,12,130.0,69.13,25.0,20.0,8.11,2.11
2014-01-29,13,96.34,76.0,20.0,12.0,8.11,2.11
2014-01-29,14,44.01,29.0,18.43,8.11,5.0,2.11
2014-01-29,15,25.01,18.96,8.11,4.0,3.96,2.11
2014-01-29,16,19.02,12.81,8.11,3.96,3.96,2.11
2014-01-29,17,12.78,8.4,5.92,3.98,3.98,2.11
2014-01-29,18,12.78,8.11,4.4,4.4,3.5,2.0
2014-01-29,19,12.78,7.0,4.31,4.31,3.15,2.0
2014-01-29,20,12.62,6.65,4.86,4.86,3.0,2.0
2014-01-29,21,12.62,6.8,4.49,4.01,3.0,1.89
2014-01-29,22,12.62,8.11,5.05,5.05,3.5,2.11
2014-01-29,23,25.0,14.0,10.0,8.11,3.96,2.11
2014-01-30,0,42.06,26.8,16.54,8.11,5.0,2.11
2014-01-30,1,40.0,25.0,12.62,8.0,5.0,2.11
2014-01-30,2,32.7,24.12,12.62,6.0,5.0,2.11
2014-01-30,3,25.0,13.68,10.03,6.25,3.96,2.11
2014-01-30,4,16.74,15.0,10.29,8.11,5.0,2.11
2014-01-30,5,15.77,11.91,8.11,7.06,5.0,2.26
2014-01-30,6,25.0,12.44,8.11,5.0,4.12,2.4
2014-01-30,7,25.0,11.68,8.11,5.0,4.0,3.0
2014-01-30,8,25.0,14.16,8.11,5.0,4.54,3.0
2014-01-30,9,25.0,13.25,8.11,5.33,5.0,3.75
2014-01-30,10,25.0,14.39,8.11,5.55,5.0,3.0
2014-01-30,11,28.96,25.0,13.85,8.11,3.99,2.11
2014-01-30,12,39.17,25.0,14.39,10.8,8.11,2.11
2014-01-30,13,34.9,21.43,10.0,8.11,5.24,2.11
2014-01-30,14,28.36,14.39,8.11,5.0,4.0,2.11
2014-01-30,15,25.0,12.62,8.11,5.0,3.99,2.11
2014-01-30,16,14.6,12.12,8.11,3.99,3.0,2.0
2014-01-30,17,12.62,8.11,6.14,4.01,3.0,1.0
2014-01-30,18,12.45,8.11,5.66,4.43,3.0,2.0
2014-01-30,19,12.27,8.11,5.0,4.34,3.0,2.0
2014-01-30,20,12.1,8.11,5.0,4.89,3.0,2.0
2014-01-30,21,12.1,8.11,5.0,4.04,3.0,2.0
2014-01-30,22,12.27,8.11,6.01,5.02,3.0,1.8
2014-01-30,23,15.52,10.63,8.11,7.0,5.0,2.11
2014-01-31,0,25.0,12.45,8.11,7.0,3.99,2.11
2014-01-31,1,22.78,12.62,8.11,5.0,3.99,2.11
2014-01-31,2,16.08,12.37,8.05,4.0,3.28,2.11
2014-01-31,3,12.62,8.83,6.62,4.01,3.99,2.11
2014-01-31,4,12.62,8.11,5.48,4.41,3.99,2.11
2014-01-31,5,12.62,8.11,6.51,4.73,3.99,2.11
2014-01-31,6,25.0,13.87,8.11,7.12,4.1,2.11
2014-01-31,7,25.0,13.0,8.11,7.34,5.0,3.0
2014-01-31,8,25.0,14.54,8.22,7.72,5.0,3.0
2014-01-31,9,25.0,14.54,8.11,7.55,5.0,3.0
2014-01-31,10,25.0,11.0,8.11,6.36,5.0,3.0
2014-01-31,11,25.0,14.54,9.61,7.94,3.99,2.11
2014-01-31,12,45.53,30.07,19.88,8.11,5.0,2.11
2014-01-31,13,41.15,23.49,13.03,8.0,5.0,2.11
2014-01-31,14,31.77,24.05,8.11,5.0,4.0,2.11
2014-01-31,15,15.06,12.15,8.11,4.52,4.0,2.11
2014-01-31,16,12.45,8.11,6.04,3.99,3.0,2.0
2014-01-31,17,12.1,8.11,5.36,4.01,3.0,1.98
2014-01-31,18,11.92,8.11,5.0,4.43,3.0,2.0
2014-01-31,19,11.73,8.11,5.0,4.34,3.0,2.0
2014-01-31,20,12.32,8.11,7.77,5.0,2.76,1.0
2014-01-31,21,11.55,10.1,7.63,4.56,3.0,1.0
2014-01-31,22,11.73,8.36,7.42,5.0,3.0,1.0
2014-01-31,23,11.73,8.11,7.0,5.89,5.0,2.11
2014-02-01,0,25.0,11.92,8.11,7.0,5.4,2.11
2014-02-01,1,21.63,12.1,8.11,5.0,3.0,1.0
2014-02-01,2,14.86,12.1,8.11,4.37,3.97,2.0
2014-02-01,3,12.27,8.37,8.09,4.71,4.0,2.11
2014-02-01,4,12.45,8.11,6.41,5.0,3.0,2.11
2014-02-01,5,13.64,10.0,7.42,5.36,3.0,2.11
2014-02-01,6,20.39,12.99,8.3,5.0,4.01,2.11
2014-02-01,7,22.92,13.0,8.11,5.0,5.0,3.0
2014-02-01,8,24.31,13.0,8.12,6.14,5.0,3.0
2014-02-01,9,25.0,13.66,8.98,7.21,5.0,3.0
2014-02-01,10,22.07,13.0,8.54,5.0,4.96,3.0
2014-02-01,11,25.0,11.21,8.11,5.0,3.88,2.11
2014-02-01,12,23.92,14.81,8.2,5.0,3.88,2.11
2014-02-01,13,20.99,11.1,9.3,8.11,4.0,2.11
2014-02-01,14,14.82,11.82,8.11,6.0,5.0,2.11
2014-02-01,15,12.88,8.97,7.36,6.0,5.36,2.11
2014-02-01,16,11.92,8.11,7.06,5.0,3.88,2.11
2014-02-01,17,13.89,8.11,7.21,5.0,3.7,2.0
2014-02-01,18,13.75,8.11,7.39,5.0,3.0,2.0
2014-02-01,19,13.0,8.11,7.39,5.0,3.0,2.0
2014-02-01,20,12.56,8.11,7.2,4.78,3.0,2.0
2014-02-01,21,13.88,8.11,7.25,4.2,3.0,2.0
2014-02-01,22,13.0,8.11,7.2,5.0,4.0,2.0
2014-02-01,23,11.73,9.85,8.11,6.0,5.0,2.11
2014-02-02,0,26.92,17.85,11.0,8.11,6.0,2.11
2014-02-02,1,11.92,8.11,7.26,5.51,4.0,2.11
2014-02-02,2,12.1,8.46,7.62,5.0,3.88,2.11
2014-02-02,3,12.1,8.82,8.11,5.0,3.89,2.11
2014-02-02,4,15.0,9.21,8.11,4.63,3.26,2.11
2014-02-02,5,15.0,9.83,8.11,5.0,3.88,2.11
2014-02-02,6,25.0,12.15,8.11,4.01,3.32,2.11
2014-02-02,7,25.0,11.0,8.11,5.0,4.0,3.0
2014-02-02,8,25.0,11.0,8.11,5.0,4.1,3.0
2014-02-02,9,25.0,11.0,8.11,5.0,4.1,3.0
2014-02-02,10,25.0,11.22,8.11,5.0,4.22,2.11
2014-02-02,11,25.0,10.9,8.11,4.1,3.88,2.11
2014-02-02,12,24.45,8.11,6.2,3.88,3.0,1.72
2014-02-02,13,25.0,12.88,5.0,4.0,3.25,2.11
2014-02-02,14,22.72,11.0,9.14,6.0,5.0,2.11
2014-02-02,15,20.0,11.0,8.61,6.0,5.0,2.11
2014-02-02,16,20.0,9.58,8.11,4.18,3.88,2.11
2014-02-02,17,20.0,8.11,6.72,3.9,3.0,2.0
2014-02-02,18,20.0,8.11,7.3,4.32,3.0,2.0
2014-02-02,19,12.27,8.6,5.0,4.23,3.0,2.0
2014-02-02,20,14.49,8.11,5.0,4.78,3.0,1.86
2014-02-02,21,13.31,9.98,5.0,3.93,3.0,2.0
2014-02-02,22,13.0,10.0,6.63,4.97,4.0,2.11
2014-02-02,23,17.52,12.62,8.11,6.0,5.0,2.11
2014-02-03,0,25.0,17.36,8.11,6.0,3.88,2.11
2014-02-03,1,20.0,12.35,8.11,5.0,3.88,2.11
2014-02-03,2,19.4,11.0,8.11,4.0,3.88,2.11
2014-02-03,3,16.91,10.45,8.11,4.0,3.88,2.11
2014-02-03,4,15.63,10.0,7.97,3.88,3.0,2.11
2014-02-03,5,15.0,8.11,5.0,3.88,3.0,2.11
2014-02-03,6,25.0,14.36,8.31,7.71,4.01,2.11
2014-02-03,7,25.0,13.0,8.37,5.0,4.64,2.87
2014-02-03,8,25.0,13.0,8.5,5.0,4.72,3.0
2014-02-03,9,25.0,14.16,8.33,5.65,5.0,3.0
2014-02-03,10,25.0,10.8,8.11,5.16,5.0,3.0
2014-02-03,11,25.0,15.0,12.25,8.11,5.0,3.0
2014-02-03,12,70.66,66.84,25.0,16.0,10.6,2.11
2014-02-03,13,62.39,43.0,18.56,14.0,8.11,2.11
2014-02-03,14,29.56,25.0,14.16,8.0,5.0,2.11
2014-02-03,15,20.36,13.67,10.01,7.79,5.0,2.11
2014-02-03,16,12.62,10.01,8.11,5.0,3.88,2.11
2014-02-03,17,12.62,9.72,5.98,3.9,3.0,2.0
2014-02-03,18,12.62,9.16,7.56,5.0,3.0,2.0
2014-02-03,19,12.62,8.2,8.02,4.23,3.0,2.0
2014-02-03,20,12.62,8.11,7.46,4.78,3.0,2.0
2014-02-03,21,12.64,8.11,7.18,4.02,3.0,2.0
2014-02-03,22,12.62,8.49,7.89,5.0,4.43,2.11
2014-02-03,23,15.0,8.11,8.0,6.0,3.88,2.08
2014-02-04,0,28.76,25.0,12.62,10.0,6.0,2.11
2014-02-04,1,20.27,16.05,8.11,7.86,5.0,2.11
2014-02-04,2,17.54,12.45,8.11,5.0,3.88,2.11
2014-02-04,3,12.45,8.82,6.39,4.0,3.88,2.11
2014-02-04,4,20.39,10.01,6.58,5.0,3.88,2.11
2014-02-04,5,20.0,12.01,8.11,5.0,3.88,2.11
2014-02-04,6,18.0,10.0,7.51,4.15,3.89,2.11
2014-02-04,7,17.07,10.0,8.11,5.0,4.03,2.11
2014-02-04,8,18.33,10.0,8.11,5.0,4.02,2.11
2014-02-04,9,17.84,10.0,8.11,5.0,4.06,2.11
2014-02-04,10,20.0,8.98,6.68,5.0,4.31,2.11
2014-02-04,11,25.0,10.0,8.11,4.83,3.89,2.11
2014-02-04,12,47.55,25.0,16.46,10.0,7.66,1.0
2014-02-04,13,40.91,25.0,10.0,8.0,5.0,1.0
2014-02-04,14,24.15,11.89,7.56,4.02,4.0,1.0
2014-02-04,15,16.01,8.11,5.0,4.02,3.45,1.0
2014-02-04,16,12.62,8.11,4.02,3.5,3.0,1.0
2014-02-04,17,12.45,8.11,4.04,3.5,3.0,1.0
2014-02-04,18,12.27,8.11,5.0,4.0,3.0,1.0
2014-02-04,19,12.56,8.11,5.0,4.37,3.0,1.0
2014-02-04,20,13.0,8.13,6.04,4.92,3.0,1.0
2014-02-04,21,13.0,8.31,6.51,4.07,3.0,1.0
2014-02-04,22,14.3,8.7,8.11,5.11,4.0,1.0
2014-02-04,23,11.92,8.11,6.97,5.0,4.02,1.0
2014-02-05,0,20.0,8.7,7.0,5.0,4.02,2.11
2014-02-05,1,12.45,8.11,5.0,4.02,3.0,1.0
