date,hr_beg,90th Pctl Bid,80th Pctl Bid,70th Pctl Bid,60th Pctl Bid,50th Pctl Bid,30th Pctl Bid
2014-01-18,14,27.41,14.11,10.0,8.11,5.24,2.0
2014-01-18,15,25.86,14.11,10.0,5.65,3.58,2.0
2014-01-18,16,25.75,14.11,10.0,6.91,4.77,2.11
2014-01-18,17,27.51,15.85,13.18,10.0,8.11,2.11
2014-01-18,18,28.32,15.85,14.11,10.0,8.11,2.11
2014-01-18,19,28.68,17.2,14.11,10.1,8.11,2.11
2014-01-18,20,29.73,17.45,14.11,11.34,8.11,2.11
2014-01-18,21,30.16,18.95,14.11,11.88,8.11,2.11
2014-01-18,22,29.7,20.04,14.11,11.5,8.11,2.11
2014-01-18,23,26.28,14.11,10.0,8.11,5.59,2.11
2014-01-19,0,22.88,14.11,8.84,5.75,2.38,1.14
2014-01-19,1,25.22,14.11,10.0,8.11,5.75,2.11
2014-01-19,2,25.65,14.11,10.0,8.94,8.0,2.11
2014-01-19,3,24.69,14.11,12.02,10.0,8.11,2.11
2014-01-19,4,25.0,17.97,15.61,14.11,8.11,2.11
2014-01-19,5,28.43,22.4,18.64,14.11,10.0,2.11
2014-01-19,6,25.0,17.35,14.11,10.0,8.11,2.11
2014-01-19,7,25.96,17.85,15.17,14.11,8.11,2.11
2014-01-19,8,26.32,18.6,15.08,10.0,8.0,2.11
2014-01-19,9,26.0,17.05,14.11,10.0,8.0,2.11
2014-01-19,10,25.77,16.3,14.11,10.0,8.11,2.11
2014-01-19,11,27.88,16.75,14.11,11.08,8.11,2.11
2014-01-19,12,27.7,18.36,14.11,8.11,5.65,2.11
2014-01-19,13,29.74,16.86,12.56,8.11,5.75,2.11
2014-01-19,14,25.75,14.11,10.0,8.11,4.53,2.11
2014-01-19,15,26.09,14.11,10.0,8.11,4.87,2.11
2014-01-19,16,24.91,14.11,8.11,5.65,3.0,2.11
2014-01-19,17,26.47,15.0,12.04,8.13,7.11,2.11
2014-01-19,18,25.0,14.11,10.0,8.11,5.65,2.11
2014-01-19,19,25.8,15.62,10.05,8.11,5.65,2.11
2014-01-19,20,26.15,15.52,11.88,8.48,5.65,2.11
2014-01-19,21,29.58,18.15,14.11,11.31,8.11,2.11
2014-01-19,22,29.28,21.17,14.11,11.1,8.11,2.11
2014-01-19,23,27.37,14.42,10.0,8.11,5.75,2.11
2014-01-20,0,25.0,14.11,10.0,6.17,2.71,1.27
2014-01-20,1,25.51,14.11,10.0,8.11,5.51,2.11
2014-01-20,2,26.06,14.11,10.0,8.11,5.65,2.11
2014-01-20,3,28.71,15.0,12.2,8.65,8.0,2.11
2014-01-20,4,25.37,18.76,14.11,11.12,8.11,2.11
2014-01-20,5,26.76,19.91,15.0,14.11,8.11,2.11
2014-01-20,6,26.73,17.61,15.0,13.55,8.11,2.11
2014-01-20,7,28.63,18.48,15.38,14.11,8.11,2.11
2014-01-20,8,29.3,17.44,15.47,13.66,8.11,2.11
2014-01-20,9,28.79,17.46,14.9,12.37,8.11,2.11
2014-01-20,10,26.8,16.0,14.11,10.0,8.11,2.11
2014-01-20,11,31.24,16.73,14.11,10.0,8.11,2.11
2014-01-20,12,29.63,19.63,14.11,8.11,5.65,2.0
2014-01-20,13,25.0,14.11,10.0,8.11,2.11,1.0
2014-01-20,14,26.52,14.11,8.11,5.75,4.52,2.11
2014-01-20,15,27.22,14.11,8.11,6.84,5.61,2.11
2014-01-20,16,28.08,16.24,10.0,8.11,6.19,2.11
2014-01-20,17,29.53,15.17,10.84,8.92,8.11,2.11
2014-01-20,18,30.0,14.57,11.11,10.0,8.11,2.11
2014-01-20,19,32.88,14.79,13.89,10.0,8.11,2.11
2014-01-20,20,34.53,15.31,14.11,10.0,8.11,2.11
2014-01-20,21,35.0,16.93,14.11,12.91,8.11,2.11
2014-01-20,22,34.77,21.36,14.11,12.75,8.11,2.11
2014-01-20,23,27.59,17.59,14.11,8.11,5.0,2.11
2014-01-21,0,27.8,16.49,14.11,8.11,3.51,2.11
2014-01-21,1,26.51,15.2,14.11,8.11,6.43,2.11
2014-01-21,2,26.24,14.11,10.0,8.0,5.75,2.11
2014-01-21,3,28.09,15.0,11.19,8.48,8.11,2.11
2014-01-21,4,26.0,18.95,14.11,10.0,8.11,2.11
2014-01-21,5,27.75,16.45,14.11,12.0,8.11,2.11
2014-01-21,6,25.97,15.58,13.38,10.0,8.11,2.11
2014-01-21,7,26.0,15.51,12.65,10.0,8.11,2.11
2014-01-21,8,26.76,15.35,12.85,10.0,8.11,2.11
2014-01-21,9,26.94,15.47,12.0,9.63,8.11,2.11
2014-01-21,10,25.47,15.3,12.0,8.11,7.65,2.11
2014-01-21,11,29.16,17.01,14.11,8.11,5.75,2.11
2014-01-21,12,30.0,14.79,14.11,8.11,4.06,2.0
2014-01-21,13,34.36,15.0,10.0,8.11,4.0,1.0
2014-01-21,14,26.89,14.11,10.0,5.75,3.08,1.75
2014-01-21,15,26.22,14.11,10.0,6.49,3.3,2.0
2014-01-21,16,26.28,14.11,8.89,5.75,3.57,2.0
2014-01-21,17,29.47,14.11,10.0,8.11,5.65,2.11
2014-01-21,18,25.0,14.11,10.0,8.11,5.9,2.11
2014-01-21,19,25.0,14.11,10.82,8.98,8.0,2.11
2014-01-21,20,25.0,14.11,12.0,10.0,8.0,2.11
2014-01-21,21,25.69,14.11,11.85,10.0,8.11,2.11
2014-01-21,22,25.89,16.82,14.11,10.0,8.11,2.11
2014-01-21,23,27.26,14.11,10.0,7.42,4.58,2.11
2014-01-22,0,25.0,14.11,8.11,5.75,2.11,1.0
2014-01-22,1,19.35,14.11,10.0,5.75,4.0,2.11
2014-01-22,2,17.48,14.11,8.11,5.75,3.45,2.11
2014-01-22,3,25.0,14.11,10.0,8.11,5.65,2.11
2014-01-22,4,26.0,15.0,12.86,8.11,6.34,2.11
2014-01-22,5,25.69,15.0,14.0,9.8,8.11,2.11
2014-01-22,6,26.0,19.13,14.6,13.19,8.11,2.11
2014-01-22,7,25.45,19.35,14.82,13.4,8.11,2.11
2014-01-22,8,25.33,19.4,14.76,12.0,8.11,2.11
2014-01-22,9,25.47,17.49,14.11,11.55,8.11,2.11
2014-01-22,10,25.17,15.95,14.11,10.0,8.11,2.11
2014-01-22,11,22.19,14.11,13.27,9.46,8.11,2.11
2014-01-22,12,27.47,14.11,10.0,6.14,4.08,1.22
2014-01-22,13,30.0,14.11,10.0,5.75,2.11,1.73
2014-01-22,14,22.91,14.11,8.11,6.43,4.51,2.11
2014-01-22,15,18.94,14.11,8.11,5.75,3.83,2.11
2014-01-22,16,19.67,14.11,8.11,5.75,3.4,2.11
2014-01-22,17,23.5,14.11,10.0,8.11,5.0,2.11
2014-01-22,18,22.35,14.11,10.0,8.11,5.83,2.11
2014-01-22,19,22.96,14.11,10.0,8.18,8.0,2.11
2014-01-22,20,23.59,14.11,11.34,8.11,5.65,2.11
2014-01-22,21,25.0,14.11,11.69,8.11,5.65,2.11
2014-01-22,22,25.02,15.0,12.0,10.0,8.11,2.11
2014-01-22,23,25.12,14.11,10.0,8.11,5.75,2.11
2014-01-23,0,27.05,14.11,8.11,5.75,3.0,2.0
2014-01-23,1,19.48,14.11,8.94,6.32,4.67,2.11
2014-01-23,2,21.88,14.11,9.93,8.11,5.65,2.11
2014-01-23,3,23.18,14.11,11.76,8.66,7.23,2.11
2014-01-23,4,25.0,16.54,14.11,10.0,5.75,2.11
2014-01-23,5,25.0,16.98,14.11,10.0,8.11,2.11
2014-01-23,6,27.21,17.57,14.11,12.0,8.0,2.11
2014-01-23,7,28.02,18.66,14.11,12.0,8.0,2.11
2014-01-23,8,28.53,18.91,14.11,12.0,8.0,2.11
2014-01-23,9,28.76,19.0,14.11,12.0,8.0,2.11
2014-01-23,10,26.08,16.34,14.11,11.52,8.0,2.11
2014-01-23,11,27.26,16.59,14.11,8.11,5.65,2.11
2014-01-23,12,33.0,18.29,8.11,5.77,4.54,1.0
2014-01-23,13,30.51,14.11,8.11,5.65,2.28,1.0
2014-01-23,14,29.83,14.11,8.11,5.0,2.11,1.0
2014-01-23,15,35.0,15.0,10.0,5.75,3.0,1.4
2014-01-23,16,35.0,14.11,8.11,5.68,3.0,2.0
2014-01-23,17,35.0,15.09,11.14,5.76,4.17,2.11
2014-01-23,18,23.24,14.11,8.11,7.74,4.2,2.11
2014-01-23,19,22.99,14.11,10.0,8.11,5.65,2.11
2014-01-23,20,24.75,14.11,12.0,8.11,5.75,2.11
2014-01-23,21,26.66,15.59,14.11,9.4,8.0,2.11
2014-01-23,22,25.56,14.11,12.0,8.11,5.65,2.11
2014-01-23,23,27.05,14.11,8.11,5.0,3.0,2.11
2014-01-24,0,35.0,14.11,8.11,5.65,2.11,1.0
2014-01-24,1,28.05,14.11,8.11,4.48,2.11,1.0
2014-01-24,2,19.0,14.11,7.39,3.81,3.0,2.0
2014-01-24,3,19.0,14.11,8.11,5.75,4.74,2.11
2014-01-24,4,25.0,14.11,11.96,8.11,7.42,2.11
2014-01-24,5,20.0,15.0,14.11,9.66,8.11,2.11
2014-01-24,6,21.84,20.0,14.11,8.11,7.47,2.11
2014-01-24,7,23.19,20.0,14.11,8.17,8.0,2.11
2014-01-24,8,24.65,20.06,14.11,8.11,7.77,2.11
2014-01-24,9,23.52,19.1,14.11,8.11,7.49,2.11
2014-01-24,10,20.0,16.91,14.11,8.11,6.25,2.11
2014-01-24,11,20.0,14.11,8.11,6.24,4.0,2.11
2014-01-24,12,26.74,15.0,10.57,5.0,1.0,1.0
2014-01-24,13,35.0,14.11,8.11,4.66,1.0,1.0
2014-01-24,14,20.0,14.11,8.11,4.14,1.0,1.0
2014-01-24,15,15.0,8.11,5.0,3.5,3.5,1.0
2014-01-24,16,15.0,10.26,5.38,3.71,3.5,2.11
2014-01-24,17,16.17,14.11,9.95,8.11,5.0,2.11
2014-01-24,18,16.72,14.11,12.95,10.0,8.11,2.11
2014-01-24,19,17.77,14.11,12.53,8.11,8.0,2.11
2014-01-24,20,19.58,15.0,14.11,8.11,4.27,2.11
2014-01-24,21,21.89,16.12,14.11,8.11,8.0,2.11
2014-01-24,22,19.33,15.57,14.11,8.11,8.0,2.11
2014-01-24,23,18.75,14.11,10.13,8.11,4.35,1.0
2014-01-25,0,20.0,14.11,8.11,5.0,2.11,1.0
2014-01-25,1,16.28,14.11,8.11,6.67,3.8,1.0
2014-01-25,2,15.0,14.11,8.86,8.11,2.66,2.01
2014-01-25,3,16.51,14.11,12.74,8.11,4.33,1.97
2014-01-25,4,25.0,18.08,15.0,14.11,8.11,2.11
2014-01-25,5,23.66,19.0,15.15,14.11,8.11,2.11
2014-01-25,6,26.14,14.11,12.0,7.99,5.0,2.11
2014-01-25,7,33.97,16.8,14.11,8.11,6.84,2.33
2014-01-25,8,33.9,19.87,14.11,10.4,8.11,2.11
2014-01-25,9,32.95,19.16,14.11,8.22,8.11,2.12
2014-01-25,10,29.79,16.6,12.71,8.11,5.0,2.0
2014-01-25,11,26.13,16.13,14.11,8.11,6.62,2.11
2014-01-25,12,33.0,20.0,8.11,7.02,3.52,2.0
2014-01-25,13,34.48,14.11,8.11,5.65,2.11,1.0
2014-01-25,14,18.99,14.11,8.11,4.34,2.11,1.0
2014-01-25,15,19.67,14.11,8.11,5.65,2.17,1.41
2014-01-25,16,18.83,14.11,8.11,5.75,3.98,2.11
2014-01-25,17,26.19,16.19,14.11,8.11,2.72,1.43
2014-01-25,18,26.86,17.96,14.0,8.11,6.83,2.11
2014-01-25,19,26.8,18.77,13.01,8.11,7.7,2.11
2014-01-25,20,27.57,16.53,14.11,8.11,5.65,2.11
2014-01-25,21,28.49,22.38,14.11,10.69,8.0,2.11
2014-01-25,22,32.26,22.26,14.11,10.95,8.0,2.11
2014-01-25,23,27.11,16.98,14.11,8.11,4.18,2.11
2014-01-26,0,29.66,18.56,13.93,8.11,2.55,2.0
2014-01-26,1,20.34,14.84,10.91,8.11,3.45,2.0
2014-01-26,2,23.6,15.0,14.11,7.11,4.03,2.0
2014-01-26,3,24.82,15.72,14.11,8.11,4.63,2.0
2014-01-26,4,27.74,20.0,14.57,10.89,8.11,2.11
2014-01-26,5,27.37,20.43,15.0,14.11,8.11,2.11
2014-01-26,6,33.04,21.62,14.11,11.47,8.11,2.11
2014-01-26,7,33.84,25.0,15.0,11.23,8.11,2.11
2014-01-26,8,34.4,25.49,15.0,13.13,8.11,2.11
2014-01-26,9,33.37,31.53,16.63,12.84,8.11,2.11
2014-01-26,10,30.19,26.61,14.69,10.91,8.11,2.11
2014-01-26,11,25.46,24.96,16.0,13.06,8.11,2.11
2014-01-26,12,32.7,32.2,14.11,10.46,6.71,2.51
2014-01-26,13,33.35,32.85,14.4,8.11,5.72,2.11
2014-01-26,14,28.33,27.83,14.11,8.11,5.0,2.0
2014-01-26,15,26.19,20.0,14.11,8.11,5.0,2.11
2014-01-26,16,24.68,23.38,14.11,8.11,6.18,2.11
2014-01-26,17,25.03,20.73,14.11,8.95,7.58,2.11
2014-01-26,18,28.42,23.28,14.11,10.53,8.11,2.11
2014-01-26,19,29.96,25.53,15.94,13.16,8.11,2.11
2014-01-26,20,31.31,26.88,15.98,14.11,8.11,2.11
2014-01-26,21,32.36,27.93,16.68,14.45,9.0,2.11
2014-01-26,22,31.4,30.9,20.0,14.11,9.0,2.11
2014-01-26,23,25.73,23.5,14.19,10.44,8.11,2.11
2014-01-27,0,27.74,20.0,14.11,8.11,5.65,2.11
2014-01-27,1,25.5,14.11,11.51,8.11,6.22,2.11
2014-01-27,2,24.67,19.0,14.11,8.39,6.72,2.11
2014-01-27,3,24.21,21.92,15.0,13.76,8.11,2.11
2014-01-27,4,27.45,26.95,21.51,14.11,12.3,2.11
2014-01-27,5,31.24,28.21,19.0,15.0,8.11,2.11
2014-01-27,6,21.3,14.11,9.27,8.11,5.75,2.11
2014-01-27,7,21.74,14.11,10.74,8.12,6.64,2.11
2014-01-27,8,22.82,14.11,10.73,8.11,6.82,2.11
2014-01-27,9,23.3,14.11,10.48,8.11,6.48,2.11
2014-01-27,10,21.24,14.11,8.11,7.34,5.32,2.11
2014-01-27,11,20.0,14.11,8.11,5.65,3.5,1.0
2014-01-27,12,20.0,14.11,8.11,5.0,2.11,1.0
2014-01-27,13,20.0,14.11,8.11,5.0,2.11,1.0
2014-01-27,14,14.11,10.16,8.11,5.0,2.11,1.0
2014-01-27,15,14.11,10.19,8.11,5.65,2.11,1.0
2014-01-27,16,14.11,10.33,8.11,5.0,2.11,1.0
2014-01-27,17,15.19,14.07,8.11,5.65,2.11,1.19
2014-01-27,18,14.11,12.2,8.11,4.32,3.5,1.58
2014-01-27,19,14.11,12.0,8.11,5.65,3.5,2.11
2014-01-27,20,14.11,12.51,8.11,5.75,4.57,2.11
2014-01-27,21,14.11,13.41,8.11,7.21,5.14,2.11
2014-01-27,22,19.47,14.11,9.67,8.11,5.65,2.11
2014-01-27,23,25.0,14.11,8.11,5.75,3.26,2.11
2014-01-28,0,24.33,14.11,8.11,4.3,2.11,1.0
2014-01-28,1,16.87,14.11,8.11,5.0,2.11,1.0
2014-01-28,2,14.11,8.11,5.75,3.5,3.22,1.23
2014-01-28,3,15.0,11.48,8.11,5.65,3.5,2.04
2014-01-28,4,21.46,15.0,8.56,7.67,4.95,2.11
2014-01-28,5,20.98,15.0,9.6,8.11,5.65,2.11
2014-01-28,6,20.0,17.12,14.11,10.0,8.0,2.11
2014-01-28,7,21.02,18.56,14.11,10.0,8.0,2.11
2014-01-28,8,20.94,18.4,14.11,10.0,8.0,2.11
2014-01-28,9,20.61,18.07,14.11,10.0,8.11,2.11
2014-01-28,10,17.1,14.56,13.69,10.0,7.47,2.11
2014-01-28,11,20.0,14.11,8.11,6.71,2.32,2.06
2014-01-28,12,20.0,14.11,10.0,8.11,2.11,1.0
2014-01-28,13,20.0,14.11,10.0,8.11,2.11,1.0
2014-01-28,14,14.11,10.89,8.11,7.91,2.11,1.0
2014-01-28,15,14.11,10.0,8.11,6.27,2.11,1.0
2014-01-28,16,14.11,10.0,8.11,6.08,2.26,1.96
2014-01-28,17,14.11,11.18,10.0,8.11,6.65,2.11
2014-01-28,18,14.17,14.0,10.7,8.68,8.11,2.11
2014-01-28,19,15.06,14.11,11.88,10.0,8.0,2.11
2014-01-28,20,16.74,15.0,13.04,10.0,8.0,2.11
2014-01-28,21,19.84,15.67,14.11,10.0,8.0,2.11
2014-01-28,22,19.17,14.11,14.06,12.0,8.11,2.11
2014-01-28,23,20.0,14.11,10.0,8.11,6.33,2.11
2014-01-29,0,20.0,14.11,9.57,8.11,4.37,1.14
2014-01-29,1,20.0,14.11,9.34,8.11,5.0,2.11
2014-01-29,2,14.11,10.0,8.75,8.11,4.15,2.11
2014-01-29,3,15.0,14.11,10.0,8.11,6.45,2.11
2014-01-29,4,18.49,14.11,12.41,9.39,5.55,2.11
2014-01-29,5,17.33,14.81,14.11,10.0,5.5,2.11
2014-01-29,6,19.49,16.37,14.11,8.11,4.5,2.11
2014-01-29,7,20.25,17.4,14.11,8.11,5.33,2.11
2014-01-29,8,20.31,17.44,14.11,8.11,5.77,2.11
2014-01-29,9,19.89,16.92,14.11,8.11,5.5,2.11
2014-01-29,10,14.85,13.73,11.14,8.11,4.5,2.11
2014-01-29,11,15.0,10.0,8.11,7.37,4.0,1.69
2014-01-29,12,20.79,17.35,14.11,8.11,6.67,1.0
2014-01-29,13,21.7,16.52,14.11,8.11,4.73,1.0
2014-01-29,14,15.23,14.11,10.0,8.11,2.11,1.0
2014-01-29,15,14.11,10.0,8.11,5.0,3.5,1.36
2014-01-29,16,14.11,10.0,8.11,5.99,4.34,2.11
2014-01-29,17,14.11,11.34,9.74,8.11,5.64,2.11
2014-01-29,18,14.11,13.75,10.0,8.11,4.67,2.11
2014-01-29,19,15.6,14.11,10.0,8.11,5.29,2.11
2014-01-29,20,18.27,14.11,10.0,8.11,5.15,2.11
2014-01-29,21,19.19,14.11,10.0,8.11,4.78,2.11
2014-01-29,22,18.41,14.11,11.47,8.11,6.32,2.11
2014-01-29,23,16.1,14.11,10.72,10.0,8.11,2.11
2014-01-30,0,18.85,15.27,14.11,8.11,6.1,2.11
2014-01-30,1,20.0,14.23,14.11,10.0,8.11,2.11
2014-01-30,2,14.27,13.84,11.54,10.0,8.11,2.11
2014-01-30,3,15.0,14.11,12.7,10.0,8.11,2.11
2014-01-30,4,17.18,14.11,10.0,8.11,7.55,2.11
2014-01-30,5,15.94,14.11,13.52,8.11,6.16,2.11
2014-01-30,6,19.1,14.11,12.83,11.17,8.11,2.11
2014-01-30,7,20.0,14.44,13.44,11.17,8.11,2.11
2014-01-30,8,20.0,14.87,13.87,10.87,8.11,2.11
2014-01-30,9,20.0,14.11,12.48,10.0,5.75,2.11
2014-01-30,10,20.0,14.11,10.34,8.11,6.82,2.11
2014-01-30,11,19.6,14.11,9.72,8.22,5.75,2.11
2014-01-30,12,24.26,14.11,10.0,8.11,3.86,1.0
2014-01-30,13,29.04,14.11,10.0,5.75,2.11,1.0
2014-01-30,14,15.0,14.11,9.53,8.11,5.04,2.11
2014-01-30,15,16.72,13.21,9.05,8.11,6.54,2.11
2014-01-30,16,15.97,14.11,8.11,6.98,5.65,2.11
2014-01-30,17,20.0,14.11,10.0,8.11,5.33,2.11
2014-01-30,18,19.41,14.11,10.0,8.11,6.75,2.11
2014-01-30,19,18.63,14.11,10.55,9.56,8.11,2.11
2014-01-30,20,18.51,14.11,12.0,10.0,8.11,2.11
2014-01-30,21,20.59,14.11,12.0,10.0,8.11,2.11
2014-01-30,22,22.06,14.11,10.0,8.27,6.36,2.11
2014-01-30,23,19.77,14.11,8.11,5.78,4.78,1.82
2014-01-31,0,19.03,14.11,10.0,8.11,5.65,1.89
2014-01-31,1,15.0,12.52,9.0,8.11,6.4,2.11
2014-01-31,2,15.0,14.01,8.11,7.25,5.75,2.11
2014-01-31,3,16.85,14.11,11.94,8.11,5.75,2.11
2014-01-31,4,21.49,14.11,10.91,8.11,6.19,2.11
2014-01-31,5,23.78,14.63,14.11,10.0,8.11,2.11
2014-01-31,6,25.0,15.0,14.11,10.0,8.11,2.11
2014-01-31,7,25.51,16.02,14.52,10.0,8.11,2.11
2014-01-31,8,26.47,16.7,15.0,11.53,8.11,2.11
2014-01-31,9,26.54,16.07,14.57,10.0,8.11,2.11
2014-01-31,10,25.0,15.0,11.26,10.0,8.11,2.11
2014-01-31,11,28.53,14.9,13.24,8.11,5.65,2.11
2014-01-31,12,25.71,14.11,12.78,8.11,5.65,2.11
2014-01-31,13,29.2,14.11,13.26,8.11,5.75,2.11
2014-01-31,14,18.09,14.11,10.01,9.11,8.08,2.11
2014-01-31,15,17.51,14.11,8.69,7.19,5.75,2.11
2014-01-31,16,20.24,14.11,8.54,6.9,4.85,2.11
2014-01-31,17,25.05,14.11,9.45,8.11,6.11,2.11
2014-01-31,18,24.24,14.0,10.16,9.55,8.11,2.11
2014-01-31,19,22.85,14.11,12.19,10.0,8.11,2.11
2014-01-31,20,23.75,14.11,13.23,10.0,6.32,2.11
2014-01-31,21,28.91,14.95,14.11,11.93,8.11,2.11
2014-01-31,22,32.19,14.61,14.11,10.42,8.11,2.11
2014-01-31,23,23.98,14.11,8.11,5.75,5.12,2.11
2014-02-01,0,21.74,14.11,10.0,8.11,5.65,2.11
2014-02-01,1,18.63,14.11,8.69,8.11,5.75,2.11
2014-02-01,2,19.0,14.11,8.11,6.17,5.65,2.11
2014-02-01,3,23.01,14.11,10.0,8.11,5.75,2.11
2014-02-01,4,26.62,14.11,10.63,8.18,7.68,2.11
2014-02-01,5,29.67,16.18,14.11,12.1,10.0,2.11
2014-02-01,6,24.2,18.05,14.11,11.32,8.11,2.11
2014-02-01,7,25.67,20.08,15.0,14.11,8.11,2.11
2014-02-01,8,26.88,20.87,16.18,14.11,8.11,2.11
2014-02-01,9,25.0,20.51,15.82,10.74,8.11,2.11
2014-02-01,10,27.73,18.92,14.32,14.11,8.11,2.11
2014-02-01,11,20.0,16.87,14.11,12.07,8.11,2.11
2014-02-01,12,20.6,14.11,10.0,8.11,7.16,2.11
2014-02-01,13,20.16,14.11,10.0,8.11,5.65,2.11
2014-02-01,14,15.0,10.98,8.11,6.26,5.65,2.0
2014-02-01,15,17.29,12.33,8.11,7.12,5.65,2.0
2014-02-01,16,14.37,11.8,10.0,8.11,5.75,2.11
2014-02-01,17,17.58,14.11,12.83,8.11,6.0,2.11
2014-02-01,18,19.36,14.11,12.88,10.0,8.11,2.11
2014-02-01,19,17.51,14.11,13.18,10.0,8.11,2.11
2014-02-01,20,20.93,13.65,12.59,10.0,8.11,2.11
2014-02-01,21,23.62,14.11,13.64,11.53,8.11,2.11
2014-02-01,22,29.0,14.11,13.81,12.1,8.11,2.11
2014-02-01,23,32.91,14.11,9.79,8.11,7.23,2.11
2014-02-02,0,24.4,14.11,9.5,8.11,5.65,1.59
2014-02-02,1,14.11,10.44,8.87,8.11,5.75,2.11
2014-02-02,2,17.01,14.11,10.86,8.11,5.86,2.11
2014-02-02,3,20.0,15.39,14.11,10.0,8.11,2.11
2014-02-02,4,25.24,17.83,14.11,12.05,9.87,2.11
2014-02-02,5,28.91,20.7,17.07,14.11,8.11,2.11
2014-02-02,6,25.5,16.95,14.11,10.0,8.11,2.11
2014-02-02,7,25.53,17.55,14.11,10.0,8.11,2.11
2014-02-02,8,26.0,17.4,14.11,10.0,8.11,2.11
2014-02-02,9,26.0,16.04,14.11,10.0,8.11,2.11
2014-02-02,10,25.88,14.11,13.6,8.89,6.72,2.11
2014-02-02,11,17.13,14.11,11.66,8.11,5.65,2.11
2014-02-02,12,21.0,14.11,10.0,8.11,5.95,2.11
2014-02-02,13,26.0,14.11,10.0,8.11,5.0,2.11
2014-02-02,14,28.04,14.11,10.0,8.11,4.68,2.11
2014-02-02,15,29.75,14.11,10.0,8.11,5.0,2.11
2014-02-02,16,17.0,14.11,9.86,8.11,5.65,2.11
2014-02-02,17,20.0,14.11,10.67,8.11,5.0,2.11
2014-02-02,18,22.0,14.11,12.01,8.11,6.25,2.11
2014-02-02,19,22.0,14.11,12.61,8.61,8.0,2.11
2014-02-02,20,22.0,14.93,13.5,8.11,6.7,2.11
2014-02-02,21,25.78,17.0,14.11,10.0,8.0,2.11
2014-02-02,22,26.22,17.0,14.11,10.0,8.0,2.11
2014-02-02,23,65.99,14.11,10.0,8.11,5.75,2.11
2014-02-03,0,102.4,14.11,10.0,8.11,4.57,2.11
2014-02-03,1,29.71,14.11,10.0,6.58,4.93,2.11
2014-02-03,2,15.33,14.11,8.11,7.09,4.3,2.11
2014-02-03,3,19.65,14.11,10.0,8.21,5.75,2.11
2014-02-03,4,38.25,15.12,14.11,10.0,5.75,2.11
2014-02-03,5,30.0,18.73,15.0,10.0,5.75,2.11
2014-02-03,6,16.4,15.45,14.45,13.94,8.11,2.11
2014-02-03,7,19.06,17.38,16.09,14.11,8.11,2.11
2014-02-03,8,19.52,17.51,16.22,14.11,8.11,2.11
2014-02-03,9,18.68,16.97,15.61,14.11,8.11,2.11
2014-02-03,10,16.16,14.11,12.2,10.2,8.11,2.11
2014-02-03,11,14.11,10.0,8.11,6.96,5.75,2.11
2014-02-03,12,45.0,19.18,14.11,8.11,2.9,1.0
2014-02-03,13,45.0,14.11,10.0,5.65,2.51,1.0
2014-02-03,14,18.64,10.48,8.11,5.65,2.66,2.0
2014-02-03,15,14.11,10.0,8.11,6.29,2.89,2.0
2014-02-03,16,14.11,10.0,8.0,5.65,2.88,2.0
2014-02-03,17,14.11,10.0,8.11,6.96,5.69,2.11
2014-02-03,18,14.11,11.68,9.59,8.11,8.0,2.11
2014-02-03,19,14.11,12.81,11.81,8.92,8.0,2.11
2014-02-03,20,14.77,13.43,12.0,10.0,8.11,2.11
2014-02-03,21,16.03,14.11,12.72,11.06,8.11,2.11
2014-02-03,22,15.92,14.11,12.34,11.34,8.11,2.11
2014-02-03,23,19.66,10.0,8.11,5.27,4.5,2.11
2014-02-04,0,18.81,10.83,9.33,8.11,4.59,2.0
2014-02-04,1,15.74,10.0,8.11,6.39,4.58,1.74
2014-02-04,2,14.11,8.22,6.96,5.65,4.06,1.87
2014-02-04,3,15.0,10.0,8.11,5.85,4.73,2.11
2014-02-04,4,15.1,13.81,10.0,8.11,7.07,2.11
2014-02-04,5,16.21,14.11,12.62,11.15,8.11,2.11
2014-02-04,6,20.0,14.87,14.11,12.63,8.11,2.11
2014-02-04,7,21.19,17.22,15.89,14.11,8.11,2.11
2014-02-04,8,22.92,17.11,16.0,14.11,8.11,2.11
2014-02-04,9,22.6,16.71,15.71,14.11,8.11,2.11
2014-02-04,10,20.0,16.0,14.11,10.0,8.11,2.11
2014-02-04,11,22.14,14.11,11.15,8.11,5.75,2.11
2014-02-04,12,45.0,14.74,10.0,5.65,2.11,1.0
2014-02-04,13,45.0,14.11,10.0,5.75,2.68,1.0
2014-02-04,14,16.56,10.13,8.34,6.34,5.19,2.0
2014-02-04,15,15.0,12.58,8.24,7.58,5.75,2.11
2014-02-04,16,14.11,12.0,8.11,7.74,5.67,2.11
2014-02-04,17,17.79,14.11,11.38,10.0,8.11,2.11
2014-02-04,18,19.16,14.11,13.33,12.0,8.11,2.11
2014-02-04,19,17.54,16.17,14.74,14.11,8.11,2.11
2014-02-04,20,18.3,16.93,15.58,14.11,8.11,2.11
2014-02-04,21,18.78,17.63,16.33,14.11,10.0,2.11
2014-02-04,22,18.84,17.06,15.72,14.11,8.11,2.11
2014-02-04,23,14.11,10.35,9.89,8.21,7.88,2.11
2014-02-05,0,14.58,10.0,8.11,5.75,3.0,1.96
2014-02-05,1,14.11,10.0,8.11,5.73,5.06,2.11
2014-02-05,2,14.11,10.44,8.11,6.29,5.07,2.11
2014-02-05,3,15.78,14.11,11.98,10.48,8.11,2.11
