date,hr_beg,90th Pctl Bid,80th Pctl Bid,70th Pctl Bid,60th Pctl Bid,50th Pctl Bid,30th Pctl Bid
2016-10-24,8,23.0,15.0,15.0,12.3,5.81,3.0
2016-10-24,9,23.0,15.0,15.0,9.84,5.0,3.0
2016-10-24,10,30.0,15.0,15.0,8.61,5.0,2.31
2016-10-24,11,32.0,15.0,4.5,4.5,4.0,2.13
2016-10-24,12,32.0,15.0,4.5,4.5,4.0,2.11
2016-10-24,13,62.18,15.0,4.5,4.5,4.0,2.31
2016-10-24,14,60.94,10.13,4.5,4.5,4.0,2.0
2016-10-24,15,60.42,15.0,4.5,4.5,4.0,2.11
2016-10-24,16,59.49,15.0,4.5,4.5,4.5,2.31
2016-10-24,17,58.44,15.0,4.5,4.5,4.0,2.11
2016-10-24,18,55.36,10.13,7.15,4.5,4.5,2.61
2016-10-24,19,50.94,10.0,8.11,4.5,4.5,3.0
2016-10-24,20,50.01,13.83,8.31,4.5,4.5,3.0
2016-10-24,21,50.01,21.1,8.31,4.5,4.5,3.0
2016-10-24,22,51.9,10.74,8.11,4.5,4.5,3.0
2016-10-24,23,53.82,15.0,6.0,4.5,4.5,3.0
2016-10-25,0,47.69,15.0,4.5,4.5,4.0,2.0
2016-10-25,1,57.87,9.11,4.5,4.5,4.0,1.89
2016-10-25,2,30.56,8.21,4.5,4.5,4.5,2.21
2016-10-25,3,26.88,8.21,4.5,4.5,4.5,2.21
2016-10-25,4,32.0,15.0,15.0,9.41,5.0,2.4
2016-10-25,5,32.0,20.0,8.45,4.54,4.5,3.0
2016-10-25,6,32.2,20.0,10.34,5.0,4.5,3.0
2016-10-25,7,32.73,20.0,10.93,5.0,4.5,3.5
2016-10-25,8,32.89,20.0,10.8,5.0,4.5,3.5
2016-10-25,9,32.28,20.0,8.98,5.0,4.5,3.2
2016-10-25,10,32.0,23.0,6.81,4.5,4.5,3.0
2016-10-25,11,36.98,26.23,8.31,4.5,4.5,3.0
2016-10-25,12,32.0,22.0,9.11,4.5,4.5,3.0
2016-10-25,13,36.36,22.73,8.11,4.5,4.5,3.0
2016-10-25,14,37.63,23.83,5.0,4.5,4.5,3.0
2016-10-25,15,36.24,26.24,5.0,4.5,4.5,2.21
2016-10-25,16,45.68,26.79,6.94,4.5,4.5,3.01
2016-10-25,17,35.21,9.11,4.5,4.5,4.5,3.0
2016-10-25,18,44.23,12.02,8.11,4.5,4.5,3.0
2016-10-25,19,32.54,15.0,8.11,4.5,4.5,3.0
2016-10-25,20,34.81,15.0,8.16,4.5,4.5,3.0
2016-10-25,21,42.03,15.0,8.17,4.5,4.5,3.0
2016-10-25,22,32.87,15.0,8.11,4.5,4.5,3.0
2016-10-25,23,32.0,15.0,8.31,4.5,4.5,3.0
2016-10-26,0,32.0,9.11,4.5,4.5,4.0,1.24
2016-10-26,1,46.18,31.24,4.5,4.5,4.0,2.11
2016-10-26,2,35.0,27.28,5.0,4.5,4.5,2.31
2016-10-26,3,38.39,22.99,8.11,4.82,4.5,3.0
2016-10-26,4,35.0,15.0,10.23,5.0,4.5,3.0
2016-10-26,5,32.0,15.0,8.31,5.0,5.0,3.0
2016-10-26,6,34.23,20.0,12.0,5.0,5.0,3.11
2016-10-26,7,34.65,20.0,12.0,5.0,5.0,3.5
2016-10-26,8,34.75,20.0,11.22,5.0,5.0,3.5
2016-10-26,9,33.97,20.0,9.33,5.0,5.0,3.15
2016-10-26,10,32.0,15.0,6.13,5.0,5.0,3.0
2016-10-26,11,32.47,20.0,6.12,5.0,5.0,3.0
2016-10-26,12,32.0,20.0,6.42,5.0,5.0,3.0
2016-10-26,13,38.31,23.15,6.34,5.0,5.0,3.0
2016-10-26,14,37.94,24.44,5.63,5.0,5.0,3.0
2016-10-26,15,37.0,25.18,5.0,5.0,5.0,3.0
2016-10-26,16,32.0,10.03,5.0,5.0,4.0,3.0
2016-10-26,17,32.0,9.11,5.0,5.0,4.07,3.0
2016-10-26,18,34.4,10.17,5.63,5.0,5.0,3.0
2016-10-26,19,32.0,11.6,8.0,5.0,5.0,3.0
2016-10-26,20,32.0,15.0,8.11,5.0,5.0,3.0
2016-10-26,21,38.51,15.0,8.11,5.0,5.0,3.0
2016-10-26,22,32.0,15.0,8.0,5.0,5.0,3.0
2016-10-26,23,53.68,15.0,8.11,5.0,5.0,3.0
2016-10-27,0,34.8,10.03,5.0,5.0,4.0,2.0
2016-10-27,1,46.48,26.48,5.0,5.0,4.08,2.31
2016-10-27,2,32.0,10.03,5.0,5.0,5.0,2.31
2016-10-27,3,32.0,15.0,6.7,5.0,5.0,2.31
2016-10-27,4,35.0,15.0,7.49,5.0,5.0,2.99
2016-10-27,5,43.02,18.0,6.78,5.0,5.0,2.31
2016-10-27,6,44.35,18.0,8.11,5.0,5.0,3.0
2016-10-27,7,44.77,18.0,8.11,5.0,5.0,3.0
2016-10-27,8,44.67,18.0,8.11,5.0,5.0,3.0
2016-10-27,9,43.79,18.0,8.11,5.0,5.0,3.0
2016-10-27,10,41.91,18.0,8.11,5.0,5.0,2.31
2016-10-27,11,35.44,15.0,5.0,5.0,5.0,2.31
2016-10-27,12,33.08,15.0,5.0,5.0,5.0,2.21
2016-10-27,13,38.04,22.0,5.0,5.0,5.0,2.31
2016-10-27,14,37.65,22.85,7.0,7.0,5.0,2.13
2016-10-27,15,36.43,25.0,8.0,8.0,6.45,2.11
2016-10-27,16,32.0,9.0,9.0,9.0,5.0,2.11
2016-10-27,17,33.29,10.13,10.0,10.0,6.17,2.11
2016-10-27,18,35.3,15.0,15.0,15.0,5.59,3.0
2016-10-27,19,36.91,15.0,15.0,15.0,6.52,3.0
2016-10-27,20,39.48,15.0,15.0,11.03,7.16,3.0
2016-10-27,21,44.4,15.0,15.0,15.0,7.14,3.0
2016-10-27,22,32.0,10.0,10.0,10.0,5.38,3.0
2016-10-27,23,50.01,15.0,7.0,7.0,5.19,3.0
2016-10-28,0,50.01,15.0,7.0,7.0,5.46,2.11
2016-10-28,1,45.81,25.81,7.0,7.0,5.0,2.21
2016-10-28,2,35.0,20.0,7.0,7.0,5.0,2.21
2016-10-28,3,38.4,22.99,5.22,5.0,5.0,2.31
2016-10-28,4,35.0,22.0,5.46,5.0,5.0,2.38
2016-10-28,5,32.76,18.0,8.11,5.0,5.0,3.0
2016-10-28,6,43.92,18.0,8.11,5.0,5.0,3.01
2016-10-28,7,44.36,18.0,8.11,5.0,5.0,3.0
2016-10-28,8,34.26,18.0,8.21,5.0,5.0,3.0
2016-10-28,9,33.42,18.0,7.72,5.0,5.0,3.0
2016-10-28,10,41.57,18.0,8.11,5.0,5.0,3.5
2016-10-28,11,38.19,25.0,8.21,5.0,5.0,2.31
2016-10-28,12,38.18,23.0,8.21,5.0,5.0,2.31
2016-10-28,13,61.32,27.48,8.21,5.0,5.0,2.31
2016-10-28,14,60.19,22.32,5.0,5.0,5.0,2.21
2016-10-28,15,57.4,25.0,5.0,5.0,5.0,2.22
2016-10-28,16,57.5,28.42,6.63,5.0,5.0,2.31
2016-10-28,17,56.58,32.0,5.36,5.0,5.0,2.11
2016-10-28,18,56.02,32.0,8.11,5.0,5.0,2.31
2016-10-28,19,54.19,25.0,8.31,5.0,5.0,3.0
2016-10-28,20,50.01,25.0,8.31,5.0,5.0,3.0
2016-10-28,21,50.01,32.0,8.31,5.0,5.0,3.0
2016-10-28,22,50.01,25.0,8.31,5.0,5.0,3.0
2016-10-28,23,50.57,26.65,8.11,5.0,5.0,2.64
2016-10-29,0,55.06,28.82,5.1,5.0,5.0,2.21
2016-10-29,1,57.39,20.75,5.33,5.0,5.0,2.31
2016-10-29,2,36.41,20.0,5.61,5.0,5.0,3.0
2016-10-29,3,37.89,15.0,6.82,5.0,5.0,2.31
2016-10-29,4,35.0,22.0,8.11,5.0,5.0,3.0
2016-10-29,5,41.62,20.0,10.03,6.06,5.0,3.5
2016-10-29,6,42.66,20.0,10.0,5.01,5.0,3.0
2016-10-29,7,43.2,20.0,10.13,7.76,5.0,4.0
2016-10-29,8,43.2,20.0,10.2,7.78,5.0,4.0
2016-10-29,9,42.29,20.0,10.0,6.15,5.0,3.5
2016-10-29,10,40.74,20.0,9.74,5.0,5.0,3.0
2016-10-29,11,37.38,25.0,8.38,5.0,5.0,2.97
2016-10-29,12,37.56,23.0,8.11,5.0,4.4,2.31
2016-10-29,13,60.66,32.0,8.11,5.0,4.0,2.11
2016-10-29,14,60.91,32.0,8.11,5.0,4.48,2.12
2016-10-29,15,59.42,32.0,8.11,5.0,4.14,2.11
2016-10-29,16,56.21,29.41,5.0,5.0,4.0,2.31
2016-10-29,17,58.56,28.29,5.17,5.0,4.0,2.21
2016-10-29,18,54.65,32.0,8.31,5.0,5.0,2.31
2016-10-29,19,54.1,25.0,9.65,5.0,5.0,3.0
2016-10-29,20,50.01,25.0,10.0,5.0,5.0,2.31
2016-10-29,21,54.58,32.0,10.0,5.0,5.0,2.31
2016-10-29,22,53.71,32.0,10.0,5.0,5.0,2.31
2016-10-29,23,50.92,30.96,8.66,5.0,5.0,2.31
2016-10-30,0,50.01,27.56,5.18,5.0,4.0,2.11
2016-10-30,1,58.54,21.51,5.0,5.0,4.0,2.11
2016-10-30,2,36.67,26.67,8.11,5.0,5.0,2.11
2016-10-30,3,40.0,25.0,8.21,5.0,5.0,2.11
2016-10-30,4,38.7,22.0,8.23,5.0,5.0,2.99
2016-10-30,5,32.0,15.0,8.11,5.0,5.0,2.82
2016-10-30,6,32.0,15.0,8.21,5.0,5.0,3.5
2016-10-30,7,32.0,15.0,9.0,5.22,5.0,3.5
2016-10-30,8,32.0,15.0,9.05,6.0,5.0,3.5
2016-10-30,9,32.0,15.0,10.0,7.01,5.0,4.0
2016-10-30,10,32.0,15.0,8.11,5.0,5.0,3.85
2016-10-30,11,32.0,20.0,8.78,5.0,5.0,3.0
2016-10-30,12,32.0,15.0,6.94,5.0,5.0,2.31
2016-10-30,13,60.11,23.28,5.0,5.0,4.0,2.31
2016-10-30,14,58.9,24.25,5.0,5.0,4.0,2.21
2016-10-30,15,55.85,27.21,5.0,5.0,4.0,2.11
2016-10-30,16,53.54,29.41,8.11,5.0,4.0,2.31
2016-10-30,17,54.2,32.0,8.11,5.0,5.0,2.15
2016-10-30,18,54.07,32.0,10.77,5.0,5.0,2.29
2016-10-30,19,52.6,32.0,10.0,8.0,5.0,2.31
2016-10-30,20,54.8,32.0,10.0,8.0,5.0,2.31
2016-10-30,21,64.44,32.0,10.0,8.0,5.0,2.31
2016-10-30,22,50.46,32.0,10.0,7.98,5.0,2.31
2016-10-30,23,50.01,32.0,10.0,5.0,5.0,2.21
2016-10-31,0,50.01,31.09,5.0,5.0,4.0,2.0
2016-10-31,1,50.01,21.51,5.0,5.0,4.0,2.11
2016-10-31,2,32.0,10.0,5.0,5.0,4.0,2.11
2016-10-31,3,32.0,15.0,5.0,5.0,4.0,2.11
2016-10-31,4,35.0,15.0,5.0,5.0,4.0,2.11
2016-10-31,5,32.0,15.0,8.11,5.0,5.0,3.0
2016-10-31,6,32.0,15.0,8.11,5.0,5.0,3.0
2016-10-31,7,32.0,15.0,8.51,5.0,5.0,3.0
2016-10-31,8,32.0,15.0,8.47,5.0,5.0,3.0
2016-10-31,9,32.0,15.0,7.36,5.0,5.0,3.0
2016-10-31,10,32.0,15.0,5.55,5.0,5.0,3.0
2016-10-31,11,32.0,23.0,8.11,5.0,4.52,3.0
2016-10-31,12,32.0,20.0,5.68,5.0,4.91,2.31
2016-10-31,13,60.52,23.35,5.84,5.0,5.0,2.21
2016-10-31,14,59.3,25.0,5.58,5.0,4.17,2.31
2016-10-31,15,57.42,27.6,5.0,5.0,4.0,2.32
2016-10-31,16,58.11,29.48,8.11,5.0,5.0,2.31
2016-10-31,17,57.94,32.0,8.11,5.0,5.0,2.21
2016-10-31,18,54.4,32.0,10.0,5.0,5.0,2.31
2016-10-31,19,50.01,32.0,10.0,8.0,5.0,2.31
2016-10-31,20,50.01,32.0,10.0,8.0,5.0,2.31
2016-10-31,21,64.51,32.0,10.0,8.0,5.0,2.31
2016-10-31,22,50.01,32.0,10.0,8.0,5.0,2.31
2016-10-31,23,50.01,32.0,11.51,5.0,5.0,3.11
2016-11-01,0,50.08,32.0,8.11,5.0,5.0,2.31
2016-11-01,1,55.83,25.0,5.32,5.0,4.0,2.31
2016-11-01,2,35.0,15.0,5.52,5.0,5.0,2.88
2016-11-01,3,40.0,15.0,6.54,5.0,5.0,2.31
2016-11-01,4,35.0,15.0,8.11,5.0,5.0,2.99
2016-11-01,5,20.0,17.5,15.74,10.0,5.85,3.0
2016-11-01,6,20.0,17.5,17.5,13.12,6.8,3.24
2016-11-01,7,21.39,18.0,17.5,14.27,8.21,3.5
2016-11-01,8,20.0,17.5,17.5,11.78,8.31,3.5
2016-11-01,9,20.0,17.5,17.5,10.47,8.11,3.48
2016-11-01,10,25.0,17.5,15.48,10.0,7.5,3.0
2016-11-01,11,29.46,17.5,17.5,9.32,5.0,3.0
2016-11-01,12,23.85,17.5,17.5,11.19,4.74,2.47
2016-11-01,13,32.0,17.5,17.5,11.77,5.0,3.0
2016-11-01,14,32.0,17.5,17.5,10.38,4.0,2.31
2016-11-01,15,32.0,17.5,17.5,10.17,5.0,2.31
2016-11-01,16,32.0,17.5,17.5,10.13,5.0,3.0
2016-11-01,17,32.0,17.5,17.5,10.03,5.16,3.0
2016-11-01,18,32.0,17.5,17.5,9.66,5.79,3.0
2016-11-01,19,35.26,17.5,17.5,10.0,7.09,3.0
2016-11-01,20,38.24,20.0,17.5,10.0,6.98,3.0
2016-11-01,21,48.09,20.0,17.5,10.0,7.65,3.0
2016-11-01,22,32.0,19.53,17.5,10.0,6.51,3.0
2016-11-01,23,32.0,17.5,17.5,9.82,6.11,3.0
2016-11-02,0,32.0,17.5,17.5,8.11,4.97,2.68
2016-11-02,1,32.0,17.5,17.5,9.89,4.0,2.31
2016-11-02,2,28.66,17.5,13.53,8.21,5.0,3.0
2016-11-02,3,27.42,17.5,15.0,8.46,5.0,3.0
2016-11-02,4,28.18,17.5,15.0,10.03,5.0,3.0
2016-11-02,5,32.0,15.0,9.5,6.3,6.0,3.5
2016-11-02,6,32.0,15.0,9.5,7.95,5.0,3.5
2016-11-02,7,32.0,15.0,9.5,8.31,5.0,3.0
2016-11-02,8,32.0,15.77,9.5,8.31,5.0,3.0
2016-11-02,9,32.0,15.0,9.5,8.11,5.0,3.0
2016-11-02,10,32.0,15.0,9.5,8.11,5.0,3.0
2016-11-02,11,39.7,23.0,9.5,9.5,5.0,2.31
2016-11-02,12,39.27,23.0,9.5,9.5,4.0,2.11
2016-11-02,13,61.01,32.0,9.5,9.5,5.0,2.12
2016-11-02,14,59.4,32.0,9.5,9.5,4.0,2.14
2016-11-02,15,58.68,32.0,9.5,9.5,4.0,2.11
2016-11-02,16,57.82,32.0,9.5,9.5,4.55,2.11
2016-11-02,17,56.57,32.0,9.5,9.5,5.0,2.11
2016-11-02,18,54.52,32.0,9.5,9.5,7.85,3.0
2016-11-02,19,50.01,32.0,10.0,9.5,8.11,3.0
2016-11-02,20,50.01,32.0,10.0,9.5,8.11,3.0
2016-11-02,21,56.91,32.0,10.0,9.5,8.11,3.0
2016-11-02,22,50.75,32.0,10.0,9.5,8.0,2.31
2016-11-02,23,50.88,32.0,10.0,9.5,8.11,2.31
2016-11-03,0,52.83,32.0,9.5,9.5,5.59,2.11
2016-11-03,1,55.14,32.0,9.5,8.31,4.48,2.11
2016-11-03,2,35.09,15.0,9.5,8.11,5.0,2.21
2016-11-03,3,32.0,15.0,9.5,5.0,5.0,3.0
2016-11-03,4,35.0,15.0,9.5,5.0,5.0,3.0
2016-11-03,5,28.05,10.84,8.75,7.63,5.0,3.11
2016-11-03,6,30.17,11.34,8.75,8.17,4.75,3.11
2016-11-03,7,31.89,12.65,8.75,8.31,4.81,3.0
2016-11-03,8,32.0,13.04,8.75,8.31,4.38,3.0
2016-11-03,9,31.04,12.04,8.75,8.11,4.0,3.0
2016-11-03,10,30.0,10.23,8.75,8.0,5.0,3.0
2016-11-03,11,32.0,15.0,8.75,8.31,5.0,2.63
2016-11-03,12,32.0,15.0,8.75,8.11,4.0,2.21
2016-11-03,13,36.58,23.78,8.75,8.31,5.0,3.0
2016-11-03,14,35.07,25.0,8.75,8.21,5.0,2.37
2016-11-03,15,35.38,25.0,8.75,8.11,4.0,2.31
2016-11-03,16,32.0,8.75,8.75,5.52,4.0,2.21
2016-11-03,17,32.0,8.75,8.75,5.64,4.0,2.21
2016-11-03,18,32.0,10.0,8.75,6.29,4.0,2.11
2016-11-03,19,32.0,10.0,8.75,8.11,4.0,2.11
2016-11-03,20,32.0,15.0,8.75,8.75,4.0,2.11
2016-11-03,21,38.54,15.0,8.75,8.75,4.0,2.11
2016-11-03,22,32.0,12.38,8.75,8.31,4.0,2.11
2016-11-03,23,32.0,10.0,8.75,8.11,4.0,2.11
2016-11-04,0,32.0,8.75,8.75,5.0,4.0,2.0
2016-11-04,1,32.0,8.75,8.75,5.0,3.5,2.0
2016-11-04,2,29.54,8.75,8.75,5.73,4.03,2.93
2016-11-04,3,32.0,9.21,8.75,5.0,5.0,3.0
2016-11-04,4,32.0,10.7,8.75,6.25,5.0,3.46
2016-11-04,5,27.42,10.36,8.75,7.98,5.57,3.5
2016-11-04,6,29.39,9.11,8.75,7.4,4.75,3.4
2016-11-04,7,30.98,9.98,8.75,8.11,4.06,3.0
2016-11-04,8,31.12,11.91,8.75,8.11,5.0,3.0
2016-11-04,9,30.21,11.07,8.75,8.11,4.0,3.0
2016-11-04,10,28.32,10.03,8.75,8.0,5.0,3.0
2016-11-04,11,32.0,20.0,8.75,8.75,5.27,2.31
2016-11-04,12,32.0,15.0,8.75,8.75,5.0,2.11
2016-11-04,13,36.02,23.75,8.75,8.75,5.0,2.87
2016-11-04,14,35.43,24.69,8.75,8.75,5.0,2.31
2016-11-04,15,32.0,9.64,8.75,8.11,4.0,2.11
2016-11-04,16,32.0,9.11,8.75,7.79,4.0,2.21
2016-11-04,17,32.0,9.11,8.75,7.3,4.84,2.21
2016-11-04,18,32.0,10.0,8.75,8.75,5.0,2.21
2016-11-04,19,32.39,15.64,8.75,8.75,4.9,2.11
2016-11-04,20,33.0,20.0,8.75,8.75,5.0,2.0
2016-11-04,21,55.16,20.0,8.75,8.75,5.0,2.11
2016-11-04,22,32.0,15.0,8.75,8.75,4.36,2.11
2016-11-04,23,32.0,11.12,8.75,8.75,4.47,2.11
2016-11-05,0,32.0,10.03,8.75,5.62,4.0,2.0
2016-11-05,1,32.0,8.75,8.75,5.37,3.98,2.0
2016-11-05,2,20.0,8.75,8.75,5.9,4.75,2.11
2016-11-05,3,15.0,8.75,8.31,5.0,5.0,3.0
2016-11-05,4,32.0,10.05,8.75,8.11,5.0,3.5
2016-11-05,5,23.0,9.78,6.0,5.0,5.0,3.5
2016-11-05,6,23.0,10.78,7.22,5.0,5.0,3.4
2016-11-05,7,23.0,12.02,7.54,5.0,5.0,3.0
2016-11-05,8,23.0,12.17,5.85,5.0,5.0,3.0
2016-11-05,9,23.0,11.79,6.8,5.0,5.0,3.0
2016-11-05,10,25.0,10.98,8.0,5.0,5.0,3.5
2016-11-05,11,25.97,15.0,8.31,5.0,5.0,3.5
2016-11-05,12,25.0,11.99,8.11,5.0,4.0,3.0
2016-11-05,13,32.0,15.0,8.31,5.0,5.0,3.0
2016-11-05,14,32.0,15.0,6.99,5.0,5.0,3.0
2016-11-05,15,32.0,9.46,6.09,5.0,4.0,2.98
2016-11-05,16,32.0,8.31,5.0,5.0,4.68,3.0
2016-11-05,17,32.0,8.31,5.0,5.0,4.0,2.31
2016-11-05,18,32.0,10.0,5.22,5.0,4.72,2.95
2016-11-05,19,32.0,10.0,6.05,5.0,5.0,2.21
2016-11-05,20,32.0,10.0,8.12,5.0,5.0,2.13
2016-11-05,21,32.0,14.49,8.31,5.0,5.0,2.22
2016-11-05,22,32.0,10.02,7.58,5.0,5.0,2.31
2016-11-05,23,32.0,10.0,5.81,5.0,5.0,2.31
2016-11-06,0,32.0,8.31,5.0,5.0,4.0,2.0
2016-11-06,1,32.0,8.31,5.0,5.0,4.0,2.21
2016-11-06,2,32.0,10.23,5.57,5.0,5.0,3.0
2016-11-06,3,32.0,9.37,7.04,5.0,5.0,3.11
2016-11-06,4,32.0,10.03,7.91,5.0,5.0,3.5
2016-11-06,5,32.0,23.0,9.11,5.0,4.0,3.0
2016-11-06,6,32.0,23.0,9.18,5.0,4.0,3.0
2016-11-06,8,32.0,23.0,9.18,5.0,4.0,3.0
2016-11-06,9,32.0,15.0,8.68,5.0,4.0,3.0
2016-11-06,10,32.0,15.0,8.31,5.0,4.0,3.0
2016-11-06,11,32.0,23.0,8.31,6.28,4.0,3.0
2016-11-06,12,59.81,25.0,15.0,5.33,4.0,3.0
2016-11-06,13,62.72,32.0,10.23,4.47,4.0,2.9
2016-11-06,14,61.94,32.0,15.0,4.0,3.79,2.31
2016-11-06,15,60.13,32.0,20.0,4.0,3.5,2.16
2016-11-06,16,59.75,32.0,20.0,4.0,3.5,2.0
2016-11-06,17,58.59,32.0,15.0,4.64,3.98,2.0
2016-11-06,18,58.26,32.0,15.0,4.98,3.98,2.0
2016-11-06,19,57.04,32.0,15.0,8.21,4.0,2.31
2016-11-06,20,55.13,32.0,15.0,8.21,4.0,2.31
2016-11-06,21,51.83,32.0,15.0,8.73,4.0,2.31
2016-11-06,22,50.93,32.0,17.47,10.0,4.0,2.31
2016-11-06,23,54.48,32.0,15.0,9.53,4.0,2.31
2016-11-07,0,55.67,32.0,15.0,8.11,4.0,2.31
2016-11-07,1,55.8,32.0,15.0,4.0,3.5,2.0
2016-11-07,2,40.0,32.0,15.0,4.0,3.5,1.0
2016-11-07,3,56.74,25.0,8.21,4.0,3.5,1.0
2016-11-07,4,32.0,20.0,5.0,5.0,4.0,2.11
2016-11-07,5,35.0,24.72,6.17,5.0,3.98,2.21
2016-11-07,6,32.0,15.0,6.0,4.0,3.5,2.25
2016-11-07,7,32.0,15.0,5.0,4.0,3.44,2.25
2016-11-07,8,32.0,15.0,5.6,4.0,3.5,2.25
2016-11-07,9,32.0,15.0,5.59,4.0,3.44,2.25
2016-11-07,10,32.0,15.0,5.0,4.0,3.0,2.25
2016-11-07,11,32.0,15.0,5.0,4.0,3.11,2.25
2016-11-07,12,33.36,18.0,8.21,4.0,3.0,2.25
2016-11-07,13,32.0,18.0,5.0,3.5,3.0,2.21
2016-11-07,14,55.77,50.0,50.0,20.0,5.0,3.0
2016-11-07,15,54.86,50.0,50.0,20.0,5.0,3.0
2016-11-07,16,55.87,50.0,50.0,28.48,5.0,3.0
2016-11-07,17,55.25,50.0,50.0,30.55,5.0,3.0
2016-11-07,18,55.14,50.0,50.0,32.0,5.0,3.0
2016-11-07,19,53.49,50.0,50.0,32.0,10.0,3.01
2016-11-07,20,52.18,50.0,50.0,32.0,10.0,3.5
2016-11-07,21,50.01,50.0,50.0,32.0,10.0,3.5
2016-11-07,22,50.19,50.0,50.0,32.0,10.0,3.5
2016-11-07,23,52.92,50.0,50.0,32.0,10.0,3.5
2016-11-08,0,54.55,50.0,50.0,32.0,10.0,3.5
2016-11-08,1,55.94,50.0,50.0,32.0,5.0,3.0
2016-11-08,2,54.17,50.0,50.0,23.98,4.0,2.21
2016-11-08,3,40.0,23.1,5.0,4.0,3.0,2.25
2016-11-08,4,40.0,15.0,5.0,4.0,3.46,2.25
2016-11-08,5,35.0,15.0,5.0,4.0,3.5,2.25
2016-11-08,6,47.93,27.93,10.0,5.0,3.5,2.25
2016-11-08,7,49.5,25.0,10.0,5.0,3.5,2.25
2016-11-08,8,49.77,29.77,10.0,5.0,3.5,2.25
2016-11-08,9,49.96,25.0,10.0,5.0,3.5,2.25
2016-11-08,10,49.45,25.0,10.0,5.0,3.11,2.25
2016-11-08,11,48.31,28.31,10.0,5.0,3.5,2.25
2016-11-08,12,45.14,32.0,18.0,4.14,3.0,2.25
2016-11-08,13,46.15,26.15,15.0,3.95,3.0,2.25
2016-11-08,14,56.15,32.0,20.0,20.0,10.0,3.0
2016-11-08,15,55.5,32.0,20.0,20.0,10.0,3.0
2016-11-08,16,56.79,32.0,20.0,20.0,8.31,2.31
2016-11-08,17,56.79,32.0,20.0,20.0,9.11,3.0
2016-11-08,18,56.04,32.0,20.0,20.0,9.11,2.72
2016-11-08,19,55.18,32.0,20.0,20.0,10.0,3.0
2016-11-08,20,53.95,32.0,20.0,20.0,10.0,3.0
2016-11-08,21,53.59,32.0,20.0,20.0,10.0,3.0
2016-11-08,22,53.54,32.0,20.0,20.0,10.0,3.0
2016-11-08,23,50.01,32.0,20.0,20.0,10.03,3.0
2016-11-09,0,50.01,32.0,20.0,20.0,10.13,3.0
2016-11-09,1,53.73,32.0,20.0,20.0,10.13,2.31
2016-11-09,2,55.05,32.0,20.0,20.0,8.21,2.21
2016-11-09,3,32.0,17.75,5.23,3.5,3.0,2.25
2016-11-09,4,45.0,25.0,8.11,5.0,3.0,2.25
2016-11-09,5,46.65,32.0,9.11,5.0,3.5,2.25
2016-11-09,6,48.98,28.98,10.0,5.0,3.5,2.25
2016-11-09,7,50.49,30.49,10.0,5.0,3.5,2.25
2016-11-09,8,50.85,30.85,10.0,5.0,3.5,2.25
2016-11-09,9,50.96,30.96,10.0,5.49,3.5,2.25
2016-11-09,10,50.34,30.34,10.0,5.0,3.0,2.25
2016-11-09,11,49.17,29.17,10.0,5.18,3.29,2.25
2016-11-09,12,54.63,32.0,18.0,5.85,3.25,3.0
2016-11-09,13,56.28,32.0,15.0,3.98,3.25,2.31
2016-11-09,14,56.34,32.0,15.0,3.98,3.25,3.0
2016-11-09,15,55.18,32.0,10.0,3.46,3.25,2.31
2016-11-09,16,57.25,32.0,15.0,3.5,3.25,2.31
2016-11-09,17,57.06,32.0,15.0,3.5,3.25,3.0
2016-11-09,18,57.0,32.0,15.0,3.5,3.25,2.31
2016-11-09,19,56.7,32.0,15.0,4.57,3.25,3.0
2016-11-09,20,55.98,32.0,12.14,7.88,3.25,3.0
2016-11-09,21,54.85,32.0,15.0,6.83,3.25,3.0
2016-11-09,22,55.55,32.0,24.81,7.49,3.25,3.0
2016-11-09,23,50.01,35.37,27.51,8.11,3.25,3.0
2016-11-10,0,50.01,32.0,24.21,8.11,3.25,3.0
2016-11-10,1,53.96,32.0,8.31,3.5,3.25,2.11
2016-11-10,2,56.28,32.0,8.31,3.25,3.25,2.21
2016-11-10,3,55.42,29.18,8.21,4.13,3.25,2.31
2016-11-10,4,45.07,32.0,9.67,5.0,3.0,2.25
2016-11-10,5,46.19,32.0,11.03,5.0,3.5,2.25
2016-11-10,6,48.5,25.0,9.5,5.0,3.5,2.25
2016-11-10,7,50.0,25.0,9.11,5.0,3.5,2.25
2016-11-10,8,50.54,25.0,10.0,5.08,3.0,2.25
2016-11-10,9,50.6,25.0,10.0,5.07,3.0,2.25
2016-11-10,10,49.89,25.0,10.0,5.0,3.0,2.25
2016-11-10,11,48.55,28.55,10.0,5.0,3.0,2.25
2016-11-10,12,45.48,32.0,18.0,7.25,4.25,3.0
2016-11-10,13,46.33,26.33,12.0,7.25,4.25,3.0
2016-11-10,14,56.1,32.0,10.23,7.25,4.25,3.0
2016-11-10,15,55.06,32.0,8.31,7.25,4.25,2.4
2016-11-10,16,56.86,32.0,8.31,7.25,4.25,2.31
2016-11-10,17,56.34,32.0,8.31,7.25,4.25,2.31
2016-11-10,18,57.2,32.0,10.13,7.25,4.25,2.68
2016-11-10,19,56.76,32.0,10.13,7.25,4.25,3.0
2016-11-10,20,56.22,32.0,10.0,7.25,4.25,3.0
2016-11-10,21,55.55,32.0,10.24,7.25,4.25,3.0
2016-11-10,22,55.76,32.0,11.31,7.25,4.25,3.0
